,Position,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing,Player_Height
3747,2,79,77,79,84,66,73,84,77,62,70,76,79,71,176
3748,2,76,82,80,77,59,71,73,60,50,85,77,76,79,191
3751,1,78,80,65,82,23,63,87,77,11,86,77,74,84,174
3752,2,74,76,79,84,62,64,80,81,47,77,74,80,74,174
3758,1,68,81,80,76,52,81,71,77,48,79,68,80,80,176
3760,2,81,78,80,82,37,76,76,69,36,78,81,79,78,189
3765,2,83,77,77,83,46,65,82,73,40,80,84,67,77,182
3768,1,74,85,61,79,25,65,83,88,24,87,72,67,87,171
3770,5,72,62,67,61,80,83,55,39,79,53,76,42,51,189
3771,3,68,66,67,74,82,80,66,62,78,56,68,58,58,187
3772,3,69,65,75,75,77,79,67,62,75,64,69,66,63,187
3773,4,67,74,82,77,76,78,72,73,76,75,66,77,66,175
3774,2,62,76,79,78,30,58,68,64,14,77,61,84,74,186
3775,2,70,75,81,79,58,69,78,74,45,74,70,86,69,173
3776,1,78,84,75,77,39,74,69,72,33,79,77,78,82,182
3777,2,79,76,79,82,66,71,82,76,62,70,76,79,71,176
3778,2,68,78,73,84,33,62,77,78,22,83,67,75,83,184
3779,1,53,80,68,73,31,76,65,59,20,86,53,73,85,188
3781,2,91,75,72,80,38,66,83,79,33,80,91,72,77,176
3782,4,76,67,71,76,80,76,70,68,78,66,76,56,58,183
3783,4,83,51,67,71,79,79,69,70,76,60,80,63,40,178
3784,2,76,77,79,82,45,67,77,70,37,77,74,80,73,181
3785,3,66,68,82,80,59,67,74,81,52,80,65,83,62,172
3786,3,76,64,80,82,67,68,82,88,60,67,76,81,58,169
3787,3,75,73,80,79,66,71,78,59,59,74,76,80,69,181
3788,2,78,80,76,79,56,71,74,76,54,79,78,74,74,180
3789,1,73,77,77,79,67,80,76,58,59,77,73,76,75,186
3790,2,67,76,83,81,40,62,68,73,34,74,69,82,74,183
3791,2,75,72,80,82,49,72,68,68,44,75,78,82,62,184
3792,2,76,80,73,85,49,73,87,79,53,83,75,76,80,180
3793,2,75,74,75,81,60,77,86,81,54,79,75,76,75,176
3794,5,70,51,61,61,82,80,63,61,80,49,72,65,39,185
3795,4,73,53,72,75,80,72,73,74,80,64,72,66,39,179
3797,1,85,80,73,83,25,63,81,80,18,85,84,78,81,179
3798,2,89,76,76,81,32,71,75,81,22,71,90,77,75,178
3799,1,81,71,78,85,32,59,80,79,24,78,78,84,66,179
3800,2,88,72,77,84,39,56,94,93,32,76,85,76,66,171
3801,4,77,58,68,76,80,73,80,78,81,64,77,63,55,182
3802,3,64,59,68,70,80,80,65,62,74,51,64,68,46,187
3803,1,84,74,71,78,37,78,82,63,28,80,84,72,75,185
3804,4,87,61,75,73,76,74,80,76,79,77,90,75,61,178
3805,1,87,80,70,76,32,73,75,66,26,83,85,75,82,187
3806,4,80,51,69,67,79,79,66,63,79,54,84,52,37,181
3807,1,75,76,56,74,31,80,69,48,25,82,76,53,77,186
3808,2,79,72,78,84,35,57,85,86,35,80,79,78,75,174
3809,1,85,74,70,80,52,82,86,76,44,77,87,65,74,180
3810,2,87,75,70,84,31,58,85,82,25,76,87,73,75,178
3811,4,60,56,79,76,80,76,72,75,80,64,58,78,46,180
3812,2,87,74,74,80,44,70,86,84,40,81,86,73,76,173
3813,2,80,73,76,83,32,50,85,66,18,75,78,77,75,171
3814,5,76,57,69,67,79,80,59,49,76,55,85,67,50,194
3815,3,78,66,80,81,68,68,79,75,64,76,78,81,61,182
3816,3,66,61,69,70,80,81,63,65,78,60,66,65,55,187
3817,2,83,82,74,79,38,70,77,76,23,80,83,76,80,184
3818,2,77,77,80,80,63,73,83,72,48,74,77,84,76,182
3819,2,77,81,76,80,52,72,74,73,45,82,78,70,79,180
3821,1,66,77,69,75,42,79,68,66,29,87,68,72,83,181
3822,5,72,68,76,73,81,78,72,73,82,53,74,75,57,180
3823,3,75,74,83,81,59,69,88,83,54,74,75,86,68,180
3824,3,70,59,66,68,81,81,54,50,76,63,73,65,49,188
3825,2,88,70,74,83,52,70,84,88,52,74,88,72,68,175
3826,2,76,73,80,83,30,53,81,81,26,75,77,81,73,174
3827,1,89,77,68,84,24,72,86,77,18,78,90,73,80,179
3828,2,70,67,80,83,37,64,81,80,40,73,70,84,65,181
3829,3,77,64,75,78,79,81,79,82,76,78,76,79,62,175
3830,1,77,81,78,79,39,82,73,84,17,80,77,81,80,179
3831,1,70,82,80,81,35,64,70,56,26,78,72,82,78,190
3832,2,89,77,72,83,30,77,82,83,24,75,88,73,72,176
3833,1,76,79,59,76,42,84,77,69,28,83,77,66,79,186
3834,1,78,80,75,79,31,68,91,77,22,84,78,78,82,180
3835,2,81,78,80,84,37,64,91,81,28,80,77,81,79,174
3837,5,74,39,57,64,81,77,60,51,79,40,78,57,39,193
3838,1,79,80,59,77,27,74,78,78,16,83,80,63,83,185
3839,3,79,74,81,83,51,58,83,76,40,77,79,81,75,176
3840,5,70,31,58,52,82,75,64,58,81,30,74,55,27,188
3841,1,79,77,69,79,28,64,78,67,17,83,80,69,79,181
3842,2,88,73,77,81,47,68,83,78,38,78,90,81,73,173
3843,3,67,61,71,70,79,80,60,73,80,63,64,69,53,181
3844,4,78,53,61,64,78,89,52,55,78,62,82,56,42,183
3845,3,77,60,76,76,79,77,67,67,77,62,77,70,55,185
3846,3,82,70,76,82,71,63,84,87,75,69,84,76,71,169
3847,4,86,60,72,81,75,72,82,81,74,71,86,60,50,171
3848,4,88,62,77,81,77,70,84,78,78,78,88,75,60,175
3849,3,83,69,79,82,62,60,77,76,48,75,83,82,64,180
3850,2,86,67,79,81,37,48,84,78,22,81,86,80,69,182
3851,5,61,39,53,64,83,75,59,53,84,28,66,50,33,190
3852,2,82,73,76,83,26,61,81,75,25,77,83,83,74,183
3853,4,83,61,77,78,75,74,78,70,75,73,84,67,50,181
3854,3,53,79,80,77,68,71,67,76,64,74,53,83,73,176
3855,3,71,71,73,79,73,83,66,59,67,79,73,77,69,191
3859,2,75,74,75,81,60,77,86,81,54,79,75,76,75,176
3860,5,71,35,70,71,81,78,64,57,81,48,71,61,29,188
3861,2,83,78,75,82,50,68,87,86,52,83,83,77,75,175
3863,4,80,64,73,76,76,78,70,64,74,64,84,59,54,188
3864,1,76,76,83,83,27,61,72,54,24,80,72,79,78,183
3865,5,66,43,56,57,83,78,41,53,83,36,66,43,41,188
3866,3,75,71,80,79,61,72,83,87,57,75,73,80,64,171
3867,4,83,55,73,74,78,78,68,74,77,65,83,68,44,183
3868,3,74,72,73,78,78,84,76,52,73,87,74,74,57,188
3869,1,84,78,72,81,44,72,84,73,43,80,83,72,80,181
3870,1,91,77,71,79,38,71,82,68,30,80,92,66,75,181
3871,1,80,79,71,79,27,82,75,63,12,80,83,74,77,184
3873,5,60,54,57,58,81,86,54,38,81,48,66,54,51,195
3877,3,73,77,77,79,67,80,76,58,59,77,73,76,75,186
3879,5,60,56,79,76,80,76,72,75,80,64,58,78,46,180
3880,1,75,74,75,81,60,77,86,81,54,79,75,76,75,176
3882,4,83,55,73,74,78,78,68,74,78,65,83,68,44,183
3886,3,33,64,89,76,46,50,44,64,40,48,30,88,58,177
3889,4,61,56,70,74,81,78,69,66,78,71,61,66,49,178
3890,2,80,74,79,76,50,72,78,73,52,77,80,80,74,177
3891,2,65,71,80,81,54,72,77,68,48,70,66,83,66,185
3892,2,67,75,82,77,64,66,76,78,54,82,66,86,76,170
3893,5,80,56,61,54,79,77,61,54,78,31,83,49,46,188
3894,4,72,64,65,68,84,74,70,67,85,55,72,60,55,183
3896,1,86,78,73,81,29,53,88,90,21,75,86,70,78,175
3897,3,54,67,83,80,72,68,76,74,65,67,50,82,61,180
3898,4,83,71,72,82,69,74,80,83,66,76,83,71,70,177
3899,4,80,59,75,79,76,76,79,66,78,65,83,73,57,181
3900,3,78,74,80,81,67,74,86,91,68,73,78,75,68,172
3901,5,69,52,49,52,80,80,57,43,78,42,71,44,46,190
3902,3,56,67,67,67,80,85,53,55,77,70,58,69,60,187
3903,3,50,71,70,73,75,89,49,52,71,79,50,72,71,194
3904,2,87,67,76,78,70,70,76,74,70,78,89,74,70,183
3905,4,80,69,74,75,76,74,78,76,74,70,82,66,56,175
3906,5,66,48,55,62,79,82,49,47,78,39,70,43,44,191
3907,1,60,80,50,67,30,83,53,50,15,83,65,47,83,194
3908,5,62,42,49,49,78,83,53,60,79,35,63,44,24,185
3909,2,86,71,72,82,32,61,86,76,25,77,88,75,68,177
3910,4,82,64,74,75,73,75,74,73,69,74,79,64,54,177
3911,4,66,69,78,75,78,78,63,58,74,69,67,76,55,187
3912,2,72,78,77,81,36,68,88,86,20,75,69,77,77,168
3913,3,73,71,76,77,76,76,77,66,77,74,73,75,65,183
3914,1,71,75,67,69,29,85,50,32,25,83,73,76,77,196
3915,1,91,77,67,77,39,73,70,70,34,77,91,74,77,179
3916,4,81,59,72,78,75,78,77,83,76,77,78,63,49,172
3917,1,66,80,59,73,39,81,67,71,25,83,68,65,80,182
3918,5,70,42,55,52,79,85,65,61,78,39,73,47,27,187
3919,2,80,74,76,84,32,62,81,79,23,75,79,78,72,182
3920,3,69,73,74,76,77,89,75,54,72,76,69,74,65,186
3921,4,77,65,75,76,77,72,76,78,78,72,77,70,58,175
3922,4,83,59,71,74,76,72,80,80,76,62,84,57,53,171
3923,2,82,74,73,80,29,72,76,68,21,81,81,72,70,180
3924,5,65,53,63,60,78,82,52,45,76,49,68,61,38,190
3925,2,87,75,74,81,35,59,85,81,27,80,87,76,75,179
3926,1,74,81,71,78,25,70,73,56,18,78,74,72,82,186
3927,3,57,38,65,63,78,85,60,58,73,50,52,70,25,183
3928,1,77,78,71,77,36,77,65,64,33,79,78,76,79,190
3929,4,80,61,75,75,75,75,71,80,74,67,81,72,52,178
3930,2,86,76,76,81,30,58,81,78,21,75,86,73,76,178
3931,4,80,67,74,75,76,79,68,67,75,76,82,69,70,182
3932,5,74,31,44,60,82,75,72,79,84,23,75,30,25,183
3933,4,82,67,72,76,76,72,76,83,76,71,80,65,57,172
3934,5,75,40,56,64,80,77,78,69,80,45,76,54,37,182
3935,4,80,64,71,73,76,78,68,62,74,64,84,58,54,188
3936,2,89,74,73,82,26,72,85,75,22,75,90,71,72,180
3937,1,83,80,73,82,35,67,87,87,15,78,82,79,80,175
3938,5,65,48,62,66,78,81,60,37,72,48,68,61,36,196
3939,5,71,35,67,71,80,77,64,57,80,48,71,59,29,188
3940,4,81,55,72,72,77,77,67,72,77,65,81,68,44,183
3941,5,67,50,58,56,79,83,45,52,78,53,71,57,47,190
3942,4,78,60,74,83,76,66,86,88,78,74,74,70,57,170
3943,1,73,83,62,72,37,71,68,63,29,79,75,60,86,186
3944,2,88,70,75,83,40,44,92,96,39,76,84,77,71,164
3945,2,89,79,71,82,37,58,92,88,28,80,89,69,80,172
3946,4,82,51,71,77,76,76,78,75,74,73,84,65,44,185
3947,2,90,76,71,82,43,67,79,88,41,75,88,68,74,175
3948,2,80,74,75,79,56,70,76,74,52,78,82,79,74,179
3949,1,81,80,75,76,41,75,77,78,40,77,82,76,80,181
3950,3,67,80,74,77,66,69,73,69,60,75,67,76,77,184
3951,1,75,78,72,84,36,62,78,88,23,83,75,73,82,173
3952,2,69,80,81,78,41,56,76,76,32,77,67,77,74,178
3953,3,71,67,76,77,78,84,73,71,78,73,73,78,60,184
3954,3,71,68,78,84,58,52,85,81,43,77,67,81,70,175
3955,5,66,34,52,64,81,76,58,53,82,26,68,40,20,185
3956,4,92,65,75,79,73,71,78,74,74,80,91,66,59,182
3957,4,88,55,66,76,78,72,83,82,79,66,85,68,57,172
3958,2,82,71,72,85,36,43,90,85,44,76,81,73,72,170
3959,4,86,58,75,77,75,68,80,82,77,72,89,70,56,172
3960,2,72,62,77,84,35,53,91,90,32,74,67,81,68,173
3961,3,68,71,76,69,77,83,59,62,71,71,70,76,66,189
3962,2,75,81,78,76,59,71,73,60,50,84,76,75,79,191
3963,3,79,75,77,80,73,81,81,75,69,69,79,76,74,180
3964,2,92,75,72,82,19,58,87,84,11,75,92,69,75,178
3965,1,82,80,65,85,49,57,87,83,46,79,79,69,82,173
3966,2,86,73,76,78,43,61,78,68,46,75,82,77,75,178
3967,5,65,28,47,55,82,78,51,58,81,29,68,31,22,193
3968,4,82,66,70,75,75,76,75,77,75,71,85,64,60,182
3969,2,83,73,74,82,20,63,93,84,16,76,80,77,73,171
3970,2,84,72,78,80,57,76,84,84,53,72,84,78,67,172
3971,1,85,76,59,76,43,85,74,77,33,83,87,58,80,187
3972,2,89,73,74,79,56,59,87,74,45,74,88,78,73,175
3973,1,92,76,70,81,34,74,90,78,22,81,92,71,79,185
3974,3,70,57,69,72,75,82,65,73,74,56,68,66,50,179
3975,2,81,75,76,81,57,72,88,76,47,73,80,78,74,181
3986,2,68,74,81,82,38,56,71,75,29,77,65,81,74,179
3987,3,77,66,72,76,76,83,77,58,67,66,79,73,59,185
3988,2,86,77,73,81,37,67,81,69,25,78,80,71,74,179
3989,2,93,75,72,81,34,61,92,76,25,78,93,73,75,175
3990,2,84,78,79,78,34,76,75,66,17,75,84,80,76,178
3991,3,64,61,70,72,80,82,75,60,77,59,64,65,54,183
3992,1,88,79,59,63,36,88,70,42,32,76,90,64,80,186
3993,1,82,81,73,84,23,49,84,86,14,82,82,76,84,173
3995,5,76,40,59,59,80,78,64,63,80,43,80,50,41,184
4001,2,81,75,76,81,57,72,88,76,47,73,80,78,74,181
4009,3,72,62,77,84,35,53,91,90,32,74,67,81,68,173
4010,2,88,70,75,83,40,44,92,96,39,76,84,77,71,164
4013,5,68,71,76,69,77,83,59,62,71,71,70,76,66,189
4015,4,76,72,70,74,76,80,75,75,74,70,77,59,59,176
4016,2,68,74,81,82,38,51,71,75,29,77,65,81,74,179
4017,1,82,81,65,67,31,76,72,48,20,86,81,62,82,188
4018,5,56,69,68,69,75,85,68,63,78,52,52,58,62,189
4019,3,66,75,76,76,67,75,67,67,64,77,65,77,69,179
4020,2,72,71,82,76,42,70,78,86,31,71,70,86,70,170
4021,2,83,76,77,77,34,75,75,66,17,74,83,78,75,178
4022,1,71,83,71,77,24,68,71,75,15,82,68,71,80,180
4023,3,56,68,82,78,69,68,67,75,64,50,62,84,54,181
4024,4,75,71,77,81,75,72,77,76,74,77,74,69,59,172
4025,4,85,52,71,77,74,75,75,75,72,72,88,64,38,180
4026,2,90,71,69,84,31,67,87,81,22,73,89,67,67,179
4028,3,61,70,82,76,71,72,69,75,70,65,55,80,61,180
4029,3,57,72,82,77,65,63,69,67,54,72,55,82,69,180
4030,4,78,72,75,76,74,71,74,78,72,73,78,71,67,179
4031,3,65,74,81,75,62,70,70,59,55,73,68,81,72,186
4032,4,80,67,70,74,76,82,74,75,78,69,81,54,57,185
4033,1,62,78,61,69,49,85,62,49,42,76,64,65,77,193
4034,1,65,81,65,70,35,85,65,73,33,77,65,73,80,183
4035,1,73,77,70,78,37,86,66,77,21,76,76,64,77,181
4036,1,86,73,73,81,40,61,87,87,38,77,87,75,76,176
4037,2,76,71,81,82,48,66,75,77,44,74,76,81,60,182
4038,4,77,68,77,82,75,74,85,85,72,78,76,76,55,173
4039,2,93,72,70,80,33,55,88,90,26,77,94,78,71,169
4040,2,87,68,68,83,31,78,82,76,27,69,87,65,64,188
4041,3,70,68,71,72,77,82,69,67,75,66,71,65,65,188
4042,4,64,62,79,72,79,68,73,77,80,65,66,79,57,174
4043,3,71,48,68,69,76,83,65,64,75,62,73,64,39,183
4044,1,84,75,71,79,44,70,82,72,43,77,83,71,77,181
4045,4,77,55,77,75,74,71,68,74,77,67,77,65,43,181
4046,2,76,78,76,78,43,68,80,67,26,77,77,77,77,182
4047,1,62,78,59,71,28,74,62,39,14,83,66,65,78,191
4048,1,91,75,70,78,32,68,81,68,26,78,92,66,74,181
4049,5,74,56,52,63,76,88,51,42,73,37,78,41,45,192
4050,1,80,75,69,78,27,80,75,63,12,76,83,72,74,184
4051,4,78,70,71,74,76,79,73,65,72,75,80,63,61,184
4052,2,76,77,75,78,45,76,65,54,37,77,78,76,76,187
4053,5,68,46,73,69,78,72,78,64,75,67,69,68,41,184
4054,2,85,71,76,79,39,65,86,83,39,70,82,73,69,178
4055,2,90,74,75,78,56,51,93,92,59,75,90,76,74,166
4056,2,89,75,69,81,26,67,83,65,16,82,92,75,70,184
4057,2,83,78,71,78,32,76,79,83,23,81,79,73,77,177
4058,2,83,69,73,86,37,58,94,93,30,71,79,74,68,169
4059,3,66,66,84,75,61,67,74,79,55,62,65,82,61,173
4060,4,84,62,75,83,72,70,85,78,68,74,84,79,63,176
4061,3,60,62,71,70,74,84,61,54,72,67,56,71,59,186
4062,3,60,65,69,70,78,84,60,58,75,59,60,64,58,189
4063,2,91,67,71,80,73,75,83,83,73,74,92,63,53,178
4064,2,91,69,70,80,22,59,86,69,14,79,91,64,68,178
4065,5,77,54,66,67,78,77,61,63,78,62,78,72,50,190
4066,1,83,76,68,75,31,77,75,61,30,80,84,71,79,185
4067,1,62,81,80,83,34,68,72,72,29,71,63,83,77,183
4068,1,73,77,52,72,27,78,64,58,20,78,76,47,81,186
4069,4,86,63,69,76,72,84,76,86,69,76,87,72,56,173
4070,2,92,66,71,82,35,45,91,85,23,78,92,75,65,171
4071,2,93,73,67,81,27,62,90,83,18,75,93,72,71,171
4072,3,57,71,73,66,80,90,48,41,82,76,60,74,72,192
4073,3,66,71,70,75,77,84,67,67,73,73,67,70,65,187
4074,5,73,33,52,56,78,75,50,53,78,22,73,32,23,186
4075,2,93,72,71,81,34,61,92,76,25,75,93,72,72,175
4076,4,87,63,72,74,73,78,65,65,74,65,87,68,53,182
4077,3,69,55,68,71,76,84,64,68,72,62,69,71,42,185
4078,2,91,68,70,83,33,56,91,92,28,73,89,76,71,172
4079,3,71,70,80,81,58,68,75,77,52,76,75,82,62,179
4080,3,76,70,79,86,56,59,79,81,52,74,73,78,62,178
4081,2,90,68,73,81,31,65,84,85,24,73,90,73,65,169
4082,3,72,54,64,67,76,86,60,57,75,46,76,61,46,187
4084,1,62,81,80,83,34,68,72,72,29,71,63,83,77,183
4086,2,77,74,70,82,36,74,76,66,26,77,78,67,76,191
4087,3,69,72,77,75,67,77,71,73,61,75,70,80,70,174
4088,5,64,43,63,64,78,79,62,60,76,43,64,53,36,191
4090,2,91,73,71,81,28,59,84,75,20,75,91,69,70,178
4091,5,77,56,66,63,78,81,57,53,75,63,77,61,53,180
4092,4,84,49,67,66,74,64,74,59,72,55,86,36,52,178
4093,2,92,73,68,79,48,71,95,95,30,76,91,74,79,165
4094,1,87,77,67,76,43,74,78,76,37,73,87,62,75,174
4095,4,76,41,66,74,78,80,61,61,79,72,76,55,25,189
4096,1,89,74,63,82,26,73,91,89,24,81,89,66,79,170
4097,2,81,78,70,79,34,72,77,74,33,75,79,70,70,185
4098,2,91,75,72,79,46,71,91,79,35,78,91,73,78,171
4100,2,87,72,69,83,34,63,85,89,28,69,85,75,75,175
4101,2,72,78,74,78,44,74,76,75,39,79,70,77,79,171
4106,4,78,72,75,76,74,71,74,78,72,73,78,71,67,179
4125,2,76,71,81,82,48,66,75,77,44,74,76,81,60,182
4127,5,64,61,67,64,72,92,59,38,72,64,69,67,50,191
4129,2,72,78,71,77,27,71,67,58,16,80,77,79,81,189
4131,2,91,74,68,79,33,66,88,81,19,77,91,68,76,173
4133,1,72,74,63,72,47,81,61,67,42,82,74,61,72,183
4134,1,72,74,57,71,27,83,57,47,15,74,77,62,74,186
4135,5,74,51,63,65,79,75,79,74,80,50,74,58,37,180
4136,3,67,58,70,70,74,84,63,47,68,58,68,68,48,182
4137,2,85,73,71,80,44,60,84,70,38,74,85,70,73,177
4138,2,77,74,75,75,72,85,70,59,69,76,78,68,72,187
4139,2,77,73,68,82,36,72,76,66,26,76,78,66,75,191
4140,3,64,61,66,68,78,82,71,57,76,59,64,62,54,183
4141,1,90,77,60,75,29,70,78,71,22,77,92,56,82,180
4142,3,74,65,61,69,77,88,65,58,70,72,77,63,65,189
4143,1,83,75,56,68,42,78,74,66,42,78,85,60,77,185
4144,2,87,71,69,77,35,71,78,71,29,72,86,70,69,183
4145,3,63,56,81,74,69,71,68,62,62,53,62,82,46,185
4146,2,75,74,78,78,61,70,78,72,58,73,75,78,65,180
4147,2,63,78,81,79,66,71,69,77,63,74,63,80,72,177
4148,2,91,66,72,80,34,54,91,92,22,75,91,72,64,168
4149,4,75,47,63,67,78,83,50,50,77,51,78,54,27,188
4150,1,84,75,73,77,34,78,86,76,32,81,86,73,77,177
4151,2,86,68,73,80,49,68,89,83,46,74,86,71,66,177
4152,1,89,76,62,72,29,78,78,75,22,79,89,67,80,180
4153,1,82,74,64,77,35,71,77,79,33,79,82,68,77,178
4154,2,88,79,71,78,41,81,82,83,39,79,86,76,77,168
4155,5,66,45,61,57,76,85,57,52,75,36,69,42,21,189
4157,2,80,78,73,77,30,68,73,68,22,79,82,73,77,179
4158,2,90,70,70,80,28,59,83,75,20,72,90,69,68,178
4159,5,79,33,53,60,77,83,68,58,75,38,79,34,20,185
4160,1,84,77,73,78,34,64,80,75,25,78,82,75,78,182
4161,5,73,59,64,63,78,74,66,63,77,61,76,71,48,187
4162,1,89,77,68,82,25,54,82,72,18,80,87,73,78,180
4163,4,86,49,70,74,72,69,88,89,72,59,84,60,27,170
4165,3,71,54,70,73,74,82,67,52,70,66,72,68,38,187
4166,3,88,72,74,75,54,72,81,77,37,74,89,79,69,170
4167,1,76,75,55,72,35,76,64,51,35,77,78,70,79,190
4168,4,79,62,78,78,72,75,74,85,72,69,81,77,54,170
4169,4,89,60,68,76,72,81,75,73,70,61,91,68,54,186
4170,1,79,79,74,81,39,61,83,72,28,82,80,78,78,180
4171,3,76,60,68,72,73,83,73,55,65,60,78,69,54,185
4172,1,80,73,61,73,41,84,66,72,28,76,84,62,69,185
4173,2,74,70,77,84,28,43,90,90,18,62,72,77,64,169
4174,1,82,75,64,75,40,68,77,77,39,75,82,60,78,186
4175,4,86,48,72,77,71,72,78,78,68,69,86,69,37,176
4176,2,91,72,71,78,35,62,85,89,35,76,91,69,71,175
4177,2,85,74,72,78,61,75,79,77,60,78,85,69,74,180
4178,1,83,76,68,74,25,70,83,69,17,77,83,73,79,179
4179,5,73,41,56,63,79,70,69,69,80,32,77,33,44,183
4180,1,84,78,59,60,36,88,67,40,32,76,86,64,79,186
4181,4,91,62,71,77,72,72,83,68,73,77,91,66,59,181
4185,4,74,51,63,65,79,75,79,74,80,50,74,58,37,180
4186,3,85,74,72,78,61,75,79,77,60,78,85,69,74,180
4187,2,84,75,73,77,34,78,86,76,32,81,86,73,77,177
4191,4,79,69,79,78,69,65,81,77,67,68,77,76,65,175
4192,5,76,49,69,67,78,76,67,63,76,44,76,54,41,180
4194,4,79,67,70,74,73,72,78,76,71,65,79,71,66,176
4195,2,81,66,73,83,42,45,85,84,36,74,74,70,62,179
4196,4,82,49,72,75,71,71,78,75,69,57,85,55,38,178
4197,3,74,54,74,76,75,79,68,66,76,78,79,77,43,191
4198,2,85,74,72,80,52,67,84,82,51,72,86,76,76,171
4199,1,73,75,64,70,35,85,71,51,26,75,78,72,76,183
4200,5,79,42,67,71,77,74,74,66,78,46,79,54,28,183
4201,3,80,68,73,77,73,68,78,79,70,71,80,63,60,182
4202,2,73,68,73,77,30,64,80,69,22,66,75,78,71,182
4207,3,67,58,70,70,74,84,63,47,68,58,68,68,48,182
4209,2,92,70,66,80,25,54,92,91,18,74,92,70,65,169
4210,5,58,50,60,59,75,83,62,32,75,22,63,52,41,188
4211,2,87,74,68,77,48,76,76,69,50,75,86,68,72,179
4212,1,83,75,72,77,25,69,78,75,15,73,85,70,78,183
4213,3,69,60,71,75,73,81,74,50,69,73,69,72,48,188
4214,1,93,76,62,78,28,57,88,84,20,77,92,66,78,176
4215,4,75,36,65,72,76,75,60,60,77,64,75,55,22,189
4216,3,68,69,74,72,72,81,65,62,68,75,68,72,60,186
4217,4,91,67,72,80,69,70,78,77,68,66,93,70,67,177
4218,4,86,62,71,74,72,77,75,74,70,67,86,70,59,175
4219,2,82,63,71,78,65,77,74,61,67,57,83,71,62,186
4220,2,81,67,71,81,36,55,90,68,35,68,83,75,65,184
4221,2,87,64,69,82,23,46,92,83,21,66,86,67,66,173
4222,1,82,77,64,76,29,58,82,79,24,80,85,65,80,169
4223,4,88,65,68,77,67,74,86,87,62,69,88,58,59,171
4224,2,78,70,74,77,48,66,77,58,40,74,78,73,69,187
4225,3,64,80,81,75,42,62,65,66,31,71,63,81,75,182
4226,2,95,65,67,77,42,69,85,68,40,69,95,60,70,187
4227,1,86,66,63,74,37,81,75,55,22,76,86,61,68,193
4228,1,88,71,62,81,26,68,90,88,24,78,88,65,76,170
4229,5,69,45,46,57,74,80,62,52,73,50,71,26,51,196
4230,5,74,54,53,66,75,80,68,63,74,52,76,43,52,182
4231,2,82,73,73,77,46,57,79,73,55,75,83,73,73,176
4232,1,84,73,58,76,24,68,85,78,19,79,85,61,80,178
4233,2,90,65,68,82,41,54,88,79,32,73,91,71,66,175
4234,4,88,54,58,76,70,82,82,71,67,61,90,40,49,172
4235,2,92,71,66,77,46,69,93,93,29,74,91,72,77,165
4236,3,64,46,66,61,72,84,66,69,74,58,63,68,33,178
4237,3,77,60,70,70,71,83,77,78,72,61,75,72,46,174
4238,4,92,54,63,74,70,63,85,85,66,60,92,54,52,173
4239,1,85,76,66,74,43,70,76,74,37,73,85,62,75,174
4240,2,92,71,68,79,32,62,84,79,35,74,92,67,71,178
4241,3,82,69,72,80,65,61,75,65,67,73,83,74,66,180
4242,3,82,68,74,76,63,67,76,74,57,77,83,75,64,184
4243,1,89,63,66,84,28,49,93,94,26,76,87,74,66,165
4244,2,84,66,70,77,49,70,84,74,44,75,83,69,66,180
4245,3,55,49,62,67,74,84,51,49,72,47,57,54,38,190
4246,2,92,70,70,79,23,61,86,77,12,67,91,68,63,180
4247,3,78,72,69,77,70,82,78,85,72,73,78,68,65,176
4248,3,75,65,70,76,72,82,68,73,68,76,76,70,67,183
4249,3,55,73,81,73,62,64,58,61,61,63,52,80,68,182
4250,3,70,59,70,72,70,82,80,73,70,61,71,63,52,175
4251,4,89,59,68,68,72,67,75,73,74,59,87,64,60,178
4252,2,70,69,78,76,49,78,70,74,40,68,72,80,66,174
4254,2,90,72,70,75,47,71,83,68,39,75,89,70,75,179
4255,1,83,73,60,74,37,80,73,73,36,77,82,63,73,178
4256,4,80,74,77,79,69,76,77,70,65,79,80,72,67,181
4257,4,61,51,71,66,77,67,55,41,76,53,66,63,45,189
4258,1,68,75,64,70,35,85,71,51,26,75,73,72,76,183
4259,3,61,37,61,66,80,70,65,66,78,32,58,62,32,180
4260,3,57,66,68,68,73,85,64,67,64,59,59,65,57,179
4261,5,66,31,36,48,77,83,49,38,79,19,67,34,20,190
4262,5,75,54,64,60,75,81,55,51,73,61,75,60,52,180
4263,3,60,55,67,69,76,82,62,43,77,59,65,65,48,192
4264,2,91,69,69,72,32,71,85,64,24,75,90,63,71,183
4265,4,87,51,67,73,70,80,88,76,63,67,91,60,52,176
4266,4,85,60,71,73,72,70,77,76,73,67,85,59,54,178
4267,4,64,41,64,68,81,74,68,75,83,52,64,57,35,177
4268,5,76,38,67,66,75,78,67,64,75,27,77,67,32,185
4269,5,62,42,52,62,77,79,53,31,79,28,69,52,29,196
4270,2,83,64,73,80,25,55,91,91,24,68,78,74,63,165
4275,2,87,64,69,82,23,46,92,83,21,66,86,67,66,173
4276,2,92,67,70,79,35,55,89,92,29,73,89,70,65,172
4277,4,87,66,71,80,70,74,78,82,71,68,87,72,60,179
4278,1,73,77,58,70,37,81,62,58,32,75,76,53,78,191
4279,2,79,65,69,82,28,66,77,76,29,73,77,78,67,180
