,Name,Rat,Position,Version,Price,Skils,Weak_Foot,WR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing
4906,Fedor Smolov,81,ST,,700,4,4,H \ M,87,83,70,76,32,73,"187cm | 6'2""",92,421,1981,75,66,26,84,85,75,86
4907,Josip Ilicic,81,CF,,850,4,3,M \ M,69,82,80,81,43,63,"190cm | 6'3""",46,418,1998,70,56,53,80,70,82,78
4908,Kevin-Prince Boateng,81,CM,,7.5K,4,4,H \ M,66,79,78,80,70,76,"186cm | 6'1""",121,449,2193,77,68,59,79,65,76,77
4909,Benjamin Lecomte,81,GK,,1.9K,1,3,M \ M,81,76,79,82,44,81,"186cm | 6'1""",92,443,778,36,25,17,10,40,41,11
4910,Morales,81,LM,,950,4,4,H \ M,87,77,74,83,57,64,"180cm | 5'11""",61,442,2081,76,78,63,77,87,72,78
4911,João Moutinho,81,CM,,850,3,4,H \ M,62,76,81,80,70,70,"170cm | 5'7""",105,439,2181,76,84,68,74,59,80,74
4912,Martínez,81,ST,,850,4,4,H \ M,91,78,61,78,25,72,"170cm | 5'7""",262,405,1932,91,90,20,84,92,58,84
4913,Bafétimbi Gomis,81,ST,,700,4,3,H \ L,70,82,65,76,36,73,"184cm | 6'0""",160,402,1917,59,58,22,79,70,69,84
4914,Hulk,81,RM,,2.5K,4,3,H \ M,80,86,76,79,48,88,"180cm | 5'11""",442,457,2137,72,59,54,82,80,75,83
4915,Jeison Murillo,81,CB,,3.4K,2,2,M \ H,76,40,59,64,80,80,"182cm | 6'0""",106,399,1868,77,72,78,45,76,54,37
4916,Kevin-Prince Boateng,81,CM,,3.3K,4,4,H \ M,66,79,78,80,70,76,"186cm | 6'1""",130,449,2193,77,68,59,79,65,76,77
4917,Michy Batshuayi,81,ST,,700,4,5,M \ L,76,81,59,78,33,72,"185cm | 6'1""",50,399,1910,75,76,37,84,76,62,85
4918,Lucas Digne,81,LB,,950,3,3,H \ M,77,62,79,78,78,74,"178cm | 5'10""",69,448,2120,70,82,71,68,75,75,52
4919,Karim Bellarabi,81,RM,,900,4,3,H \ H,91,75,73,85,34,71,"184cm | 6'0""",44,429,1994,87,78,31,76,91,77,72
4920,Kai Havertz,81,CAM,,750,4,5,M \ M,82,71,76,81,39,60,"188cm | 6'2""",99,409,1923,78,71,28,83,82,83,76
4921,Matthias Ginter,81,CB,,900,2,3,M \ M,64,58,70,65,83,78,"188cm | 6'2""",28,418,1947,55,49,83,55,72,70,55
4922,Nico Schulz,81,LWB,,850,3,2,H \ M,88,53,74,79,76,76,"180cm | 5'11""",21,446,2036,77,74,76,74,88,68,49
4923,Sébastien Haller,81,ST,,750,3,2,H \ M,73,79,58,74,45,82,"190cm | 6'3""",81,411,1906,66,53,35,82,77,72,82
4924,Germán Pezzella,81,CB,,700,2,3,M \ M,55,49,47,57,80,77,"186cm | 6'1""",25,365,1706,34,48,78,50,55,22,48
4925,Dani Ceballos,81,CM,,1.1K,4,3,M \ M,70,65,78,83,68,66,"179cm | 5'10""",44,430,2026,72,75,62,77,65,82,66
4926,Jesús Navas,81,RM,,1K,3,2,M \ M,89,74,78,83,62,54,"170cm | 5'7""",43,440,2125,90,90,63,82,87,76,68
4927,Muniain,81,CAM,,800,4,3,H \ M,79,71,76,87,51,56,"169cm | 5'7""",34,420,2024,90,96,58,80,75,77,76
4928,Moussa Marega,81,ST,,700,3,3,H \ M,88,81,63,66,42,90,"186cm | 6'1""",49,430,1974,69,61,51,85,88,67,81
4929,Maicon,81,CB,,700,2,3,M \ H,62,55,66,55,82,84,"191cm | 6'3""",34,404,1902,33,45,82,44,66,52,40
4930,Ashley Young,80,LB,,1K,4,3,H \ M,75,68,79,78,74,70,"175cm | 5'9""",38,444,2124,77,76,75,67,73,76,64
4931,Fabian Delph,80,LB,,950,3,3,H \ H,73,70,76,80,77,74,"174cm | 5'9""",60,450,2163,87,86,77,72,72,73,64
4932,Nélson Semedo,80,RB,,3.5K,4,3,M \ H,92,57,67,80,73,72,"177cm | 5'10""",187,441,2038,88,83,70,72,92,62,50
4933,Sven Ulreich,80,GK,,700,1,3,M \ M,79,72,69,86,41,80,"192cm | 6'4""",119,427,796,34,39,16,8,40,42,12
4934,Alex Oxlade-Chamberlain,80,CM,,950,4,4,H \ H,85,73,78,83,66,76,"175cm | 5'9""",179,461,2154,81,88,67,79,85,81,69
4935,Victor Wanyama,80,CDM,,700,2,3,M \ H,58,65,69,73,80,88,"184cm | 6'0""",123,433,2069,68,65,78,63,61,64,61
4936,Danny Rose,80,LB,,850,3,3,M \ H,76,62,73,77,79,76,"174cm | 5'9""",61,443,2102,69,76,76,68,76,73,57
4937,Nacho Monreal,80,LB,,1K,3,3,H \ M,69,58,71,75,80,70,"179cm | 5'10""",98,423,2043,70,73,78,64,67,66,49
4938,Kiko Casilla,80,GK,,13K,1,2,M \ M,75,83,80,77,32,82,"190cm | 6'3""",10,429,947,43,58,26,12,49,52,14
4939,Odriozola,80,RB,,1.5K,3,3,H \ M,81,53,71,73,79,68,"176cm | 5'9""",107,425,2008,78,79,83,68,82,63,45
4940,Séamus Coleman,80,RB,,1.1K,3,3,H \ H,76,65,73,78,80,73,"177cm | 5'10""",107,445,2095,73,74,78,75,75,70,61
4941,Mateo Musacchio,80,CB,,700,3,3,M \ M,70,47,63,68,83,74,"180cm | 5'11""",133,405,1922,73,68,84,50,71,64,40
4942,Ricardo Rodríguez,80,LB,,950,4,3,M \ M,73,67,79,76,78,75,"180cm | 5'11""",90,448,2192,73,70,80,68,73,74,59
4943,Nani,80,LM,,6.4K,5,5,H \ M,77,76,78,85,35,62,"177cm | 5'10""",50,413,1981,92,77,51,70,75,77,70
4944,Marcos Acuña,80,LM,,700,5,3,M \ H,77,74,79,84,66,81,"172cm | 5'8""",52,461,2223,84,86,68,75,75,78,65
4945,Vincent Aboubakar,80,ST,,700,5,3,H \ M,80,79,71,79,36,83,"184cm | 6'0""",64,428,2038,72,63,44,80,83,81,80
4946,Moussa Marega,80,ST,,850,3,3,H \ M,88,80,61,64,42,88,"186cm | 6'1""",91,423,1946,67,60,51,84,88,65,80
4947,Kevin Trapp,80,GK,,0,1,4,M \ M,79,74,77,83,45,82,"189cm | 6'2""",-9,440,858,42,37,15,12,52,46,13
4948,Stefan Radu,80,CB,,700,3,3,M \ H,69,64,65,68,84,73,"183cm | 6'0""",70,423,1988,70,67,86,55,68,60,55
4949,Luis Muriel,80,ST,,10K,4,4,H \ L,88,75,68,83,27,72,"179cm | 5'10""",69,413,1936,85,80,26,81,90,73,77
4950,Santi Cazorla,80,CM,,850,5,5,H \ L,51,74,85,83,60,54,"168cm | 5'6""",124,407,2054,70,82,62,76,48,86,71
4951,Andriy Yarmolenko,80,RM,,900,4,3,H \ M,73,80,78,82,42,71,"190cm | 6'3""",57,426,2057,73,67,37,79,75,78,77
4952,Kevin Vogt,80,CB,,1.5K,3,3,M \ M,76,57,71,67,81,80,"194cm | 6'4""",166,432,1987,59,47,81,55,84,67,50
4953,Adem Ljajic,80,CAM,,700,4,4,H \ L,79,73,76,84,37,56,"182cm | 6'0""",83,405,1963,81,79,39,75,76,78,69
4954,Onyinye Ndidi,80,CDM,,700,3,4,M \ H,73,62,65,73,83,82,"183cm | 6'0""",358,438,2096,67,67,84,67,73,67,50
4955,Beñat,80,CM,,800,3,3,M \ M,51,74,82,74,66,73,"177cm | 5'10""",78,420,2085,70,73,63,77,41,84,69
4956,Susaeta,80,RW,,750,4,3,H \ M,75,71,84,83,41,63,"179cm | 5'10""",154,417,2006,81,74,57,74,71,84,69
4957,Daniel Caligiuri,80,RWB,,750,3,4,M \ M,78,76,78,80,71,75,"182cm | 6'0""",86,458,2194,76,74,70,77,78,78,72
4958,Ryad Boudebouz,80,CAM,,9.9K,4,4,H \ M,74,77,81,80,41,62,"177cm | 5'10""",82,415,2021,78,78,55,75,73,85,77
4959,Carlos Soler,80,RM,,1.2K,4,4,M \ M,76,74,81,79,62,65,"180cm | 5'11""",83,437,2082,75,70,60,73,77,83,74
4960,Kevin Trapp,80,GK,,700,1,4,M \ M,79,74,77,83,45,82,"189cm | 6'2""",53,440,858,42,37,15,12,52,46,13
4961,Yaroslav Rakitskyi,80,CB,,0,3,3,H \ M,72,68,76,73,81,78,"184cm | 6'0""",20,448,2143,72,73,82,53,74,75,57
4962,Nicolas Nkoulou,80,CB,,700,3,3,M \ M,69,44,65,71,80,72,"184cm | 6'0""",113,401,1907,68,78,79,54,69,63,33
4963,Adem Ljajic,80,CAM,,0,4,4,H \ L,79,73,76,84,37,56,"182cm | 6'0""",-15,405,1963,81,79,39,75,76,78,69
4964,Mamadou Sakho,80,CB,,850,2,2,M \ H,52,33,63,56,78,84,"187cm | 6'2""",97,366,1715,48,53,74,32,55,52,23
4965,André-Pierre Gignac,80,ST,,700,3,3,M \ M,70,82,71,72,43,82,"187cm | 6'2""",56,420,2011,66,55,33,80,68,72,83
4966,Younès Belhanda,80,CAM,,700,4,4,M \ M,74,76,78,84,57,71,"179cm | 5'10""",53,440,2146,87,78,50,72,72,80,75
4967,Igor Akinfeev,80,GK,,700,1,3,M \ M,77,72,78,84,51,82,"186cm | 6'1""",83,444,882,53,45,18,11,50,59,13
4968,Fabio Quagliarella,80,ST,,2K,4,4,M \ M,70,85,72,77,30,67,"180cm | 5'11""",108,401,1971,71,75,35,84,67,73,82
4969,Tom Heaton,80,GK,,700,1,3,M \ M,80,80,75,82,56,80,"187cm | 6'2""",73,453,937,54,52,16,12,55,46,12
4970,Cristian Pavón,80,RW,,700,3,3,H \ M,91,76,75,80,47,73,"174cm | 5'9""",149,442,2052,92,85,65,78,90,78,73
4971,Benjamin Pavard,80,CB,,900,3,3,M \ M,71,46,71,71,81,75,"186cm | 6'1""",160,415,1992,68,66,83,54,73,66,37
4972,Daniel Didavi,80,CAM,,700,3,3,M \ M,70,82,77,81,49,72,"180cm | 5'11""",69,431,2085,75,73,36,82,70,74,80
4973,Antunes,80,LB,,2.2K,3,3,H \ M,78,69,76,76,76,73,"175cm | 5'9""",48,448,2169,76,76,68,70,79,66,56
4974,Miguel Almirón,80,CAM,,1K,4,2,H \ H,89,74,75,80,48,63,"175cm | 5'9""",49,429,2011,86,64,43,74,89,79,74
4975,Fabricio,80,GK,,700,1,4,M \ M,77,80,79,81,59,78,"185cm | 6'1""",91,454,1040,64,54,22,14,63,55,14
4976,Diego Valeri,80,CAM,,700,4,3,H \ M,61,82,79,78,40,66,"178cm | 5'10""",64,406,2022,72,73,35,84,60,82,80
4977,Ignacio Piatti,80,LW,,700,5,4,H \ M,76,81,75,85,56,76,"180cm | 5'11""",67,449,2102,87,79,62,83,76,77,81
4978,Wayne Rooney,80,ST,,700,3,4,M \ H,65,81,81,75,55,76,"176cm | 5'9""",123,433,2143,66,77,52,77,65,82,80
4979,Javier Mascherano,80,CDM,,700,2,3,L \ H,65,53,71,69,80,77,"174cm | 5'9""",71,415,2020,72,78,78,51,62,68,42
4980,Alexandre Pato,80,ST,,1.2K,4,3,H \ L,85,77,68,80,32,69,"180cm | 5'11""",136,411,1952,83,69,35,79,85,66,80
4981,Sead Kolašinac,80,LB,,700,3,2,M \ H,72,62,65,70,77,87,"183cm | 6'0""",98,433,1957,49,55,74,66,75,60,59
4982,Hakan Çalhanoğlu,80,LW,,700,4,4,M \ M,71,75,83,84,59,60,"178cm | 5'10""",128,432,2116,78,77,62,75,69,80,65
4983,Emre Can,80,CM,,900,3,4,H \ H,71,68,77,77,80,83,"184cm | 6'0""",208,456,2166,73,71,81,73,73,79,60
4984,Piotr Zielinski,80,CM,,800,4,5,M \ M,83,70,79,82,69,59,"180cm | 5'11""",116,442,2084,77,76,69,75,84,82,65
4985,André Gomes,80,CM,,800,4,4,M \ M,65,69,77,77,73,81,"188cm | 6'2""",89,442,2093,67,64,75,74,62,81,65
4986,Ángel Correa,80,RM,,1.4K,4,4,M \ L,80,80,71,85,54,59,"171cm | 5'7""",127,429,2042,87,83,58,82,78,74,82
4987,Keita Baldé Diao,80,RM,,700,4,4,H \ L,92,76,72,83,29,70,"181cm | 5'11""",214,422,1944,82,78,17,77,92,72,78
4988,Marcelo Brozovic,80,CDM,,800,3,4,M \ M,70,73,80,80,74,72,"181cm | 5'11""",87,449,2165,74,74,75,69,70,80,69
4989,Tiémoué Bakayoko,80,CDM,,700,3,3,M \ M,68,48,69,74,78,82,"189cm | 6'2""",132,419,1935,64,57,71,60,69,73,37
4990,Mattia Caldara,80,CB,,700,2,3,M \ H,67,34,46,63,83,75,"187cm | 6'2""",88,368,1678,58,59,85,34,69,32,36
4991,Raúl,80,CB,,700,2,3,M \ M,51,54,59,59,80,84,"187cm | 6'2""",162,387,1859,59,52,78,46,51,53,50
4992,Mariano Díaz Mejía,80,ST,,1.4K,3,4,H \ M,85,81,62,74,45,82,"179cm | 5'10""",362,429,2054,79,72,41,79,85,63,81
4993,Hirving Lozano,80,RW,,950,4,4,H \ M,93,75,72,82,41,64,"175cm | 5'9""",239,427,2015,91,76,42,77,93,74,76
4994,Franco Cervi,80,LW,,700,5,3,H \ H,91,67,74,86,50,57,"165cm | 5'5""",91,425,2040,91,91,42,76,90,75,69
4995,Karl Toko-Ekambi,80,ST,,700,3,4,H \ M,84,79,68,80,27,69,"185cm | 6'1""",172,407,1915,79,75,27,83,83,65,83
4996,Cristian Tello,80,LM,,900,3,4,M \ L,92,73,75,80,38,58,"178cm | 5'10""",130,416,1947,82,79,55,74,91,72,74
4997,Mark Uth,80,ST,,700,3,3,M \ H,76,84,69,77,34,67,"185cm | 6'1""",137,407,1952,74,67,28,83,76,71,85
4998,Djibril Sidibé,80,RB,,3.2K,3,4,H \ H,79,63,76,76,76,80,"182cm | 6'0""",61,450,2119,70,69,75,75,80,69,62
4999,Eric Dier,80,CDM,,700,2,3,M \ H,65,63,72,65,82,86,"188cm | 6'2""",112,433,2051,52,38,82,53,68,67,52
5000,Karim Bellarabi,80,RM,,9.1K,4,3,H \ H,91,75,72,84,34,68,"184cm | 6'0""",9,424,1978,86,78,31,76,91,76,72
5001,Héctor Bellerín,80,RB,,2.2K,3,3,H \ M,93,51,68,77,75,66,"178cm | 5'10""",141,430,1989,82,77,75,67,94,63,52
5002,Nick Pope,80,GK,,700,1,3,M \ M,79,80,74,80,50,80,"200cm | 6'7""",163,443,884,36,45,14,13,47,43,14
5003,John Brooks,80,CB,,800,2,3,M \ M,72,39,57,64,82,76,"193cm | 6'4""",113,390,1760,57,51,81,40,76,57,39
5004,Eran Zahavi,80,CAM,,700,4,4,H \ L,72,79,73,81,39,70,"182cm | 6'0""",63,414,2014,88,72,30,78,72,81,83
5005,Portu,80,RM,,700,3,4,M \ M,82,77,75,80,60,75,"178cm | 5'10""",70,449,2098,79,72,50,80,80,77,81
5006,Takashi Inui,80,LM,,0,4,4,M \ M,82,71,74,87,47,57,"169cm | 5'7""",38,418,1992,94,93,65,75,77,74,70
5007,Arkadiusz Milik,80,ST,,1K,4,3,M \ M,72,83,62,74,39,74,"186cm | 6'1""",59,404,1939,68,63,35,79,74,60,86
5008,Bernard,80,LM,,850,4,4,H \ M,90,69,75,83,38,45,"164cm | 5'5""",238,400,1930,92,96,31,72,86,77,71
5009,Taras Stepanenko,80,CDM,,700,3,3,M \ H,67,61,72,70,78,81,"181cm | 5'11""",93,429,2038,60,73,79,63,64,69,53
5010,Alassane Pléa,80,ST,,800,4,3,H \ M,83,81,75,78,39,75,"181cm | 5'11""",271,431,2064,79,78,29,82,84,78,81
5011,Domagoj Vida,80,CB,,700,2,3,M \ H,76,40,59,61,82,78,"184cm | 6'0""",92,396,1835,64,63,85,43,80,50,41
5012,Dušan Tadic,80,CAM,,700,4,2,M \ L,69,69,81,83,39,63,"181cm | 5'11""",188,404,1983,82,80,46,73,68,85,70
5013,Luis Muriel,80,ST,,10K,4,4,H \ L,88,75,68,83,27,72,"179cm | 5'10""",47,413,1936,85,80,26,81,90,73,77
5014,Kiko Casilla,80,GK,,700,1,2,M \ M,75,83,80,77,32,82,"190cm | 6'3""",63,429,947,43,58,26,12,49,52,14
5015,Miguel Almirón,80,CAM,,700,4,2,H \ H,89,74,75,80,48,63,"175cm | 5'9""",169,429,2011,86,64,43,74,89,79,74
5016,Takashi Inui,80,LM,,900,4,4,M \ M,82,71,74,87,47,57,"169cm | 5'7""",10,418,1992,94,93,65,75,77,74,70
5017,Ryad Boudebouz,80,CAM,,700,4,4,H \ M,74,77,81,80,41,62,"177cm | 5'10""",18,415,2021,78,78,55,75,73,85,77
5018,Richarlison,80,ST,,750,4,5,H \ H,85,75,70,81,45,78,"181cm | 5'11""",138,434,2039,79,70,47,81,85,74,78
5019,Rúben Neves,80,CM,,850,3,3,M \ M,64,73,83,75,70,74,"180cm | 5'11""",58,439,2139,65,70,70,60,64,83,63
5020,Jérôme Roussillon,80,LB,,1.4K,3,3,H \ M,87,67,73,78,77,79,"175cm | 5'9""",152,461,2145,79,80,70,73,87,71,65
5021,Luka Jovic,80,ST,,700,3,5,M \ M,77,80,66,79,29,72,"182cm | 6'0""",173,403,1899,80,70,20,78,78,69,82
5022,Darijo Srna,80,RB,,850,3,3,H \ H,73,75,85,76,77,74,"178cm | 5'10""",111,460,2241,71,65,77,76,76,86,69
5023,Tanguy Ndombele,80,CM,,900,4,3,H \ H,80,68,77,85,70,79,"181cm | 5'11""",11,459,2145,85,83,69,63,76,81,60
5024,Ciprian Tatarusanu,80,GK,,700,1,3,M \ M,81,77,76,83,50,79,"196cm | 6'5""",55,446,-,,,,,,,
5025,Pacheco,80,GK,,700,1,2,M \ M,79,77,68,81,48,81,"186cm | 6'1""",36,434,-,,,,,,,
5026,Steven Bergwijn,80,LW,,700,4,2,M \ M,89,74,71,84,36,71,"178cm | 5'10""",42,425,1975,79,91,37,75,89,71,71
5027,Nani,80,LW,,700,5,5,H \ M,77,76,78,85,35,62,"177cm | 5'10""",37,413,1981,92,77,51,70,75,77,70
5028,Maximilian Philipp,79,ST,,950,4,4,M \ M,81,80,71,82,43,65,"183cm | 6'0""",112,422,1991,83,75,39,81,80,75,81
5029,Thomas Delaney,79,CM,,1K,3,4,H \ H,75,73,75,74,78,83,"182cm | 6'0""",122,458,2200,72,74,78,75,77,77,72
5030,Christian Pulisic,79,RM,,750,4,4,M \ M,91,69,71,84,36,58,"177cm | 5'10""",126,409,1933,87,90,38,73,90,77,69
5031,Danilo,79,RB,,3.5K,3,4,H \ M,75,70,73,74,77,77,"184cm | 6'0""",54,446,2144,70,65,78,75,76,64,61
5032,Claudio Bravo,79,GK,,700,1,3,M \ M,79,79,85,79,58,75,"184cm | 6'0""",132,455,1117,63,62,15,16,54,69,13
5033,Denis Suárez,79,CM,,13K,3,3,M \ M,77,72,80,82,59,59,"176cm | 5'9""",63,429,2038,82,76,69,76,77,81,72
5034,Raphinha,79,RM,,700,4,3,H \ M,87,75,72,81,43,73,"176cm | 5'9""",103,431,2049,86,82,45,79,86,73,75
5035,Rodrigo Battaglia,79,CM,,700,3,4,M \ M,68,68,68,73,81,84,"187cm | 6'2""",123,442,2064,60,61,82,75,69,73,63
5036,Tiquinho Soares,79,ST,,700,3,3,H \ H,83,75,59,75,48,80,"187cm | 6'2""",116,420,1966,71,65,50,82,86,58,78
5037,Sérgio Oliveira,79,CM,,1.5K,3,3,M \ M,59,76,79,76,67,68,"181cm | 5'11""",44,425,2075,66,67,71,72,56,81,67
5038,Gabriel Mercado,79,CB,,850,2,3,M \ M,75,61,66,64,79,80,"180cm | 5'11""",52,425,2005,66,60,77,63,75,60,60
5039,Álvaro,79,CB,,800,2,3,M \ H,73,30,55,60,79,79,"183cm | 6'0""",221,376,1787,68,72,77,45,73,39,22
5040,André Almeida,79,RB,,700,3,3,M \ H,66,59,74,75,80,80,"185cm | 6'1""",89,434,2041,66,60,82,66,66,69,54
5041,Rafa,79,RW,,700,4,4,H \ M,92,64,73,84,35,51,"172cm | 5'8""",155,399,1901,88,89,23,78,93,75,60
5042,Alexandr Golovin,79,CM,,1.5K,4,4,H \ H,82,72,76,83,67,68,"180cm | 5'11""",70,448,2121,82,78,67,73,83,78,72
5043,Lautaro Martínez,79,ST,,1K,4,4,H \ M,83,77,60,78,37,81,"175cm | 5'9""",228,416,1921,79,70,46,79,83,72,82
5044,Kwadwo Asamoah,79,LB,,1K,4,3,H \ H,77,68,78,82,78,77,"173cm | 5'8""",59,460,2223,85,83,80,78,77,76,55
5045,Ryan Babel,79,LM,,5K,4,3,M \ L,82,79,70,79,36,76,"185cm | 6'1""",41,422,1986,77,74,39,77,82,74,77
5046,De Marcos,79,RB,,1K,4,3,H \ M,85,62,72,76,72,79,"182cm | 6'0""",141,446,2097,76,74,69,78,89,66,59
5047,Iñigo Martínez,79,CB,,750,2,2,M \ M,73,56,63,61,78,78,"182cm | 6'0""",118,409,1949,67,64,75,48,74,46,42
5048,Ibrahima Traoré,79,RM,,750,4,2,H \ H,85,71,77,84,44,51,"171cm | 5'7""",137,412,2023,93,94,48,76,82,76,66
5049,Josuha Guilavogui,79,CDM,,750,2,3,M \ H,69,59,67,68,81,80,"188cm | 6'2""",130,424,1978,53,50,80,63,72,65,49
5050,Yevgen Konoplyanka,79,LW,,1.8K,4,4,M \ M,87,76,76,81,31,62,"178cm | 5'10""",45,413,1967,83,78,25,76,86,74,76
5051,Jean-Philippe Gbamin,79,CDM,,700,3,3,M \ H,77,54,73,74,78,83,"186cm | 6'1""",143,439,2041,68,66,79,63,79,72,40
5052,Rafael,79,RB,,1K,4,3,H \ M,81,60,74,78,75,78,"172cm | 5'8""",184,446,2133,79,83,73,77,78,72,53
5053,Lucas Tousart,79,CDM,,700,3,3,M \ H,72,55,66,70,79,85,"185cm | 6'1""",65,427,1982,64,68,77,62,72,67,42
5054,Aïssa Mandi,79,CB,,700,2,3,H \ M,66,46,73,69,80,72,"184cm | 6'0""",99,406,1952,77,65,78,67,66,68,41
5055,Francis Coquelin,79,CDM,,1K,3,3,M \ H,71,58,68,76,78,81,"177cm | 5'10""",84,432,2027,73,81,78,62,72,67,54
5056,Gayà,79,LB,,1.2K,3,3,H \ M,87,61,76,78,72,68,"172cm | 5'8""",147,442,2065,79,83,72,73,87,72,61
5057,David Abraham,79,CB,,1.2K,2,2,M \ M,79,56,61,54,79,77,"189cm | 6'2""",60,406,1911,61,55,78,31,81,49,46
5058,Ante Rebic,79,ST,,700,3,3,H \ M,85,78,69,79,36,81,"185cm | 6'1""",232,428,1992,75,66,20,75,87,68,79
5059,Roman Zobnin,79,CDM,,700,4,3,H \ H,76,64,75,80,78,71,"182cm | 6'0""",56,444,2078,70,65,81,64,78,72,65
5060,Bruma,79,CAM,,750,4,4,H \ M,92,73,72,85,32,63,"173cm | 5'8""",133,417,1983,93,90,26,74,91,70,71
5061,Ismaily,79,LB,,700,4,2,H \ H,82,66,72,78,75,76,"177cm | 5'10""",82,449,2072,75,75,78,73,80,71,60
5062,Daley Blind,79,CB,,700,3,4,M \ M,57,56,79,75,78,75,"180cm | 5'11""",97,420,2086,72,75,77,66,53,76,46
5063,Nicolás Tagliafico,79,LB,,1K,3,2,H \ M,86,55,68,75,77,73,"171cm | 5'7""",86,434,2024,80,79,78,66,86,68,57
5064,David Neres,79,RW,,700,5,3,H \ M,88,72,70,84,35,63,"175cm | 5'9""",207,412,1917,91,84,32,73,88,78,76
5065,Max Meyer,79,CM,,700,4,4,M \ M,67,59,79,84,65,66,"173cm | 5'8""",121,420,2036,89,90,71,72,60,80,63
5066,Luka Milivojevic,79,CDM,,700,3,2,M \ H,57,64,74,67,77,83,"186cm | 6'1""",128,422,2049,58,58,78,66,60,73,54
5067,Guido Pizarro,79,CDM,,700,3,3,M \ H,57,63,72,70,77,83,"185cm | 6'1""",86,422,2015,62,44,75,67,53,71,59
5068,Mariano,79,RB,,900,3,3,M \ M,83,64,75,77,71,77,"179cm | 5'10""",109,447,2120,74,73,71,74,79,69,54
5069,Fernando,79,CDM,,700,3,2,M \ H,62,61,69,70,79,83,"183cm | 6'0""",157,424,2010,71,57,78,59,62,62,54
5070,Sofiane Feghouli,79,RM,,700,4,3,H \ L,86,72,73,82,34,63,"176cm | 5'9""",98,410,1942,86,76,30,77,89,75,68
5071,Jefferson Lerma,79,CDM,,700,3,4,M \ H,75,65,72,72,78,81,"179cm | 5'10""",158,443,2102,75,76,78,58,76,68,56
5072,Nathan Aké,79,CB,,850,2,3,M \ H,74,52,69,70,79,74,"180cm | 5'11""",361,418,1985,68,69,79,53,74,65,45
5073,Asmir Begovic,79,GK,,700,1,2,M \ M,80,80,72,79,52,77,"199cm | 6'6""",173,440,907,52,40,18,11,58,34,19
5074,Jefferson Farfán,79,RM,,700,4,3,M \ L,84,77,78,77,35,75,"178cm | 5'10""",90,426,2026,75,66,17,75,84,80,77
5075,Jack Cork,79,CM,,700,3,4,M \ H,55,64,76,75,79,81,"184cm | 6'0""",76,430,2099,63,71,80,70,54,77,62
5076,Darío Benedetto,79,ST,,700,3,5,H \ L,81,82,66,73,38,75,"175cm | 5'9""",195,415,1978,77,71,50,82,84,69,86
5077,Juraj Kucka,79,CM,,7.3K,4,3,M \ H,69,73,74,76,78,88,"186cm | 6'1""",46,458,2194,72,54,77,75,69,74,65
5078,Burak Yilmaz,79,ST,,8K,3,3,H \ L,80,81,65,69,34,77,"188cm | 6'2""",31,406,1928,72,48,29,85,79,64,82
5079,Michael Gregoritsch,79,CAM,,700,4,3,H \ L,67,80,73,74,40,71,"193cm | 6'4""",90,405,1924,67,52,36,78,68,73,80
5080,Pontus Wernbloom,79,CDM,,700,3,3,M \ H,58,72,67,69,79,87,"187cm | 6'2""",85,432,2022,53,55,73,75,61,71,70
5081,Jonny,79,LWB,,1.9K,3,3,H \ M,77,45,67,73,78,74,"170cm | 5'7""",33,414,1948,70,75,77,53,78,55,34
5082,Souza,79,CDM,,700,3,4,M \ M,70,63,70,73,79,84,"188cm | 6'2""",120,439,2070,69,66,79,66,71,67,55
5083,Adrián Centurión,79,LM,,700,4,3,H \ M,90,70,70,84,37,65,"174cm | 5'9""",119,416,1971,89,88,28,70,89,76,72
5084,Eder Citadin Martins,79,ST,,700,4,4,H \ M,84,78,73,82,29,64,"179cm | 5'10""",172,410,1974,81,80,31,83,84,78,78
5085,Ezequiel Lavezzi,79,ST,,700,4,4,H \ L,84,79,78,83,40,71,"173cm | 5'8""",103,435,2095,87,85,40,82,83,83,80
5086,Alex Teixeira,79,ST,,700,4,4,H \ M,91,76,73,82,43,71,"173cm | 5'8""",447,436,2071,90,83,30,80,90,79,77
5087,Ryan Babel,79,LM,,700,4,3,M \ L,82,79,70,79,36,76,"185cm | 6'1""",43,422,1986,77,74,39,77,82,74,77
5088,Burak Yilmaz,79,ST,,700,3,3,H \ L,80,81,65,69,34,77,"188cm | 6'2""",19,406,1928,72,48,29,85,79,64,82
5089,Juraj Kucka,79,CM,,700,4,3,M \ H,69,73,74,76,78,88,"186cm | 6'1""",39,458,2194,72,54,77,75,69,74,65
5090,Denis Suárez,79,CM,,700,3,3,M \ M,77,72,80,82,59,59,"176cm | 5'9""",78,429,2038,82,76,69,76,77,81,72
5091,Sérgio Oliveira,79,CM,,700,3,3,M \ M,59,76,79,76,67,68,"181cm | 5'11""",37,425,2075,66,67,71,72,56,81,67
5092,Yussuf Poulsen,79,ST,,700,3,3,H \ H,84,71,66,73,56,83,"193cm | 6'4""",37,433,2002,76,55,56,84,86,64,73
5093,Maximilian Eggestein,79,CM,,700,3,4,H \ H,68,67,73,77,71,78,"181cm | 5'11""",50,434,1999,74,67,72,71,68,76,63
5094,Joaquín Correa,79,LM,,700,4,4,H \ M,82,73,75,82,37,67,"189cm | 6'2""",59,416,1892,80,63,39,76,83,76,71
