,Name,Rat,Position,Version,Price,Skils,Weak_Foot,WR,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Height,Popularity,Base_Stats,Game_Stats,Age,Weight,Aggression,Balance,Ball_Control,Jumping,Long_Passing,Stamina
3570,Alexandr Golovin,76,CM,,1.6K,4,4,M \ H,82,69,72,80,65,61,"180cm | 5'11""",54,429,2004,25,69kg,59,65,79,63,72,78
3571,Jakub Jankto,76,CM,,1.4K,3,3,M \ M,82,68,74,76,63,67,"184cm | 6'0""",3,430,2017,25,74kg,68,74,78,62,75,73
3572,Daniel Podence,76,CF,,1.4K,4,4,H \ M,89,63,66,84,28,49,"165cm | 5'5""",10,379,1824,26,58kg,65,94,80,66,54,70
3573,Bart Ramselaar,76,CAM,,700,3,3,H \ M,84,66,70,77,49,70,"180cm | 5'11""",3,416,1942,25,74kg,67,74,76,52,72,86
3574,Palhinha,76,CDM,,700,2,4,M \ M,55,49,62,67,74,84,"190cm | 6'3""",3,391,1858,26,82kg,79,49,72,84,73,82
3575,Leon Bailey,76,LM,,1.7K,4,4,H \ M,92,70,70,79,23,61,"180cm | 5'11""",6,395,1905,24,75kg,57,77,78,86,67,71
3576,Renato Sanches,76,CM,,2K,3,4,H \ H,78,72,69,77,70,82,"176cm | 5'9""",64,448,2127,24,70kg,90,85,77,79,71,86
3577,Franck Yannick Kessié,76,CM,,700,2,4,H \ H,75,65,70,76,72,82,"183cm | 6'0""",14,440,2048,25,76kg,76,73,78,79,74,86
3578,Selçuk İnan,76,CM,,700,3,3,M \ M,55,73,81,73,62,64,"182cm | 6'0""",0,408,2026,36,74kg,60,61,80,68,80,65
3579,Scott Brown,76,CDM,,700,3,3,M \ H,70,59,70,72,70,82,"175cm | 5'9""",2,423,2033,36,74kg,88,73,71,79,71,87
3580,Renat Yanbaev,76,RB,,700,3,3,H \ M,89,59,68,68,72,67,"178cm | 5'10""",2,423,1976,37,71kg,69,73,68,70,71,80
3581,Rubens Sambueza,76,LM,,700,4,3,H \ M,70,69,78,76,49,78,"174cm | 5'9""",0,420,2036,37,74kg,86,74,79,67,78,79
3582,Jonathan Orozco,76,GK,,700,1,4,M \ M,77,73,83,73,59,75,"184cm | 6'0""",3,440,1066,35,79kg,41,63,29,83,61,30
3583,Ismael Sosa,76,RM,,700,3,3,H \ L,90,72,70,75,47,71,"179cm | 5'10""",2,425,1967,34,74kg,67,68,75,68,65,75
3584,Shane Long,76,ST,,700,3,2,H \ H,83,73,60,74,37,80,"178cm | 5'10""",8,407,1918,34,70kg,80,73,75,93,49,80
3585,Caner Erkin,76,LB,,750,3,2,H \ M,80,74,77,79,69,76,"181cm | 5'11""",1,455,2212,33,72kg,88,70,78,78,74,84
3586,Carlos Martínez,76,RB,,1.9K,2,2,H \ H,61,51,71,66,77,67,"189cm | 6'2""",0,393,1820,35,79kg,46,41,74,34,71,69
3587,Jozy Altidore,76,ST,,900,3,4,M \ L,68,75,64,70,35,85,"183cm | 6'0""",0,397,1883,32,79kg,85,51,71,71,59,77
3588,Fabian Lustenberger,76,CDM,,700,2,3,M \ H,61,37,61,66,80,70,"180cm | 5'11""",1,375,1779,33,70kg,76,66,70,86,68,68
3589,Papa Kouli Diop,76,CDM,,2.5K,3,3,M \ M,57,66,68,68,73,85,"179cm | 5'10""",-2,417,2037,35,77kg,89,67,76,80,71,78
3590,Sebastian De Maio,76,CB,,700,2,3,M \ H,66,31,36,48,77,83,"190cm | 6'3""",3,341,1547,34,90kg,77,38,47,84,46,68
3591,Gabriel Mercado,76,CB,,2.9K,2,3,M \ M,75,54,64,60,75,81,"180cm | 5'11""",1,409,1889,34,83kg,81,51,70,76,64,79
3592,Dmitriy Tarasov,76,CDM,,700,2,3,M \ M,60,55,67,69,76,82,"192cm | 6'4""",3,409,1900,34,84kg,85,43,73,75,73,75
3593,Maicon,76,LM,,700,3,3,M \ M,91,69,69,72,32,71,"183cm | 6'0""",-1,404,1873,31,73kg,63,64,68,73,72,79
3594,Michel Macedo,76,RB,,5.5K,2,3,H \ M,87,51,67,73,70,80,"176cm | 5'9""",6,428,1945,31,70kg,80,76,71,85,63,87
3595,Daniel Brosinski,76,LB,,700,3,4,H \ M,85,60,71,73,72,70,"178cm | 5'10""",14,431,2080,33,70kg,71,76,71,76,73,85
3596,Tony Jantschke,76,RB,,700,2,3,M \ M,64,41,64,68,81,74,"177cm | 5'10""",1,392,1893,31,76kg,77,75,69,84,70,77
3597,Maxime Le Marchand,76,CB,,800,2,2,M \ H,76,38,67,66,75,78,"185cm | 6'1""",-1,400,1831,32,77kg,79,64,68,78,78,79
3598,Pontus Jansson,76,CB,,700,2,3,M \ M,62,42,52,62,77,79,"196cm | 6'5""",5,374,1689,30,89kg,72,31,66,54,59,68
3599,Ioannis Fetfatzidis,76,CAM,,1.4K,4,4,M \ L,83,64,73,80,25,55,"165cm | 5'5""",3,380,1796,31,61kg,50,91,82,43,63,78
3600,Papa Kouli Diop,76,CDM,,700,3,3,M \ M,57,66,68,68,73,85,"179cm | 5'10""",5,417,2037,35,77kg,89,67,76,80,71,78
3601,Jasmin Kurtic,76,CM,,700,3,3,M \ H,68,69,74,72,72,81,"186cm | 6'1""",2,436,2091,32,88kg,78,62,76,67,76,78
3602,Ahmed Musa,76,ST,,2K,4,3,H \ M,93,76,62,78,28,57,"176cm | 5'9""",6,394,1878,29,65kg,33,84,76,80,52,89
3603,Lazar Markovic,76,RM,,800,4,3,M \ M,90,65,68,82,41,54,"175cm | 5'9""",1,400,1908,27,65kg,41,79,81,66,57,61
3604,Charly Musonda,76,LM,,1.4K,5,5,M \ M,87,64,69,82,23,46,"173cm | 5'8""",0,371,1720,25,66kg,32,83,80,44,70,62
3605,Christian Atsu,76,LM,,800,3,3,H \ L,92,67,70,79,35,55,"172cm | 5'8""",4,398,1890,29,68kg,53,92,76,74,65,61
3606,Arthur Masuaku,76,LWB,,1K,3,2,H \ M,87,66,71,80,70,74,"179cm | 5'10""",9,448,2068,28,70kg,65,82,78,69,68,77
3607,Chris Wood,76,ST,,700,2,3,M \ M,73,77,58,70,37,81,"191cm | 6'3""",3,396,1854,30,95kg,72,58,73,66,51,75
3608,Alex Iwobi,76,LM,,800,3,3,M \ M,79,65,69,82,28,66,"180cm | 5'11""",0,389,1752,25,75kg,46,76,84,50,59,71
3609,Richarlison,76,LW,,1.7K,3,5,H \ H,85,72,63,80,26,76,"181cm | 5'11""",3,402,1832,24,70kg,69,73,80,61,44,81
3610,Jamaal Lascelles,76,CB,,700,2,3,M \ H,65,27,51,55,77,77,"189cm | 6'2""",2,352,1598,28,83kg,71,52,58,86,56,69
3611,Jóhann Berg Guðmundsson,76,RM,,700,3,4,H \ M,79,73,74,77,55,73,"178cm | 5'10""",2,431,2038,31,77kg,64,78,75,68,63,78
3612,Rômulo,76,RM,,10K,3,2,M \ M,75,66,75,78,70,73,"178cm | 5'10""",2,437,2069,34,72kg,73,78,78,69,75,77
3613,Federico Di Francesco,76,LW,,1.1K,3,4,M \ M,84,66,73,81,31,57,"178cm | 5'10""",0,392,1841,27,75kg,40,79,81,46,67,72
3614,Thiago Mendes,76,CDM,,700,3,3,H \ M,81,70,73,76,72,72,"177cm | 5'10""",0,444,2100,29,75kg,79,74,76,69,71,88
3615,Alexander Djiku,76,CB,,700,2,3,H \ M,79,40,61,68,76,76,"182cm | 6'0""",6,400,1845,27,74kg,77,66,70,70,59,75
3616,Ivan Santini,76,ST,,2.3K,2,4,H \ M,50,79,54,67,37,84,"190cm | 6'3""",1,371,1759,32,90kg,76,44,72,75,44,79
3617,Ronny Rodelin,76,ST,,700,3,3,H \ M,68,76,74,73,40,68,"192cm | 6'4""",3,399,1906,32,82kg,42,55,77,79,71,70
3618,Ante Rebic,76,ST,,700,3,3,M \ M,78,76,69,75,33,74,"182cm | 6'0""",4,405,1885,28,80kg,66,60,78,67,59,72
3619,Benjamin Pavard,76,CB,,750,2,3,M \ M,71,43,68,69,76,68,"186cm | 6'1""",16,395,1868,25,76kg,73,67,70,90,69,72
3620,Enes Ünal,76,ST,,700,4,4,H \ M,77,79,61,73,32,70,"185cm | 6'1""",8,392,1859,24,78kg,45,67,74,75,47,67
3621,Joaquín Correa,76,LM,,750,4,4,M \ M,78,70,73,77,33,63,"188cm | 6'2""",2,394,1797,27,77kg,50,62,80,37,71,64
3622,Ignacio Scocco,76,ST,,700,4,4,M \ M,77,79,71,78,31,68,"177cm | 5'10""",0,404,1966,36,73kg,71,80,79,69,69,67
3623,Rúben Ribeiro,76,LM,,700,4,4,H \ M,73,71,73,81,50,66,"175cm | 5'9""",1,414,2028,34,67kg,71,82,79,69,64,76
3624,Héctor Villalba,76,RM,,750,3,4,H \ M,92,76,65,80,36,61,"172cm | 5'8""",2,410,1928,27,75kg,66,91,78,54,60,78
3625,Marvelous Nakamba,76,CDM,,700,2,2,M \ H,72,51,61,70,75,83,"177cm | 5'10""",3,412,1891,27,71kg,87,79,72,69,60,81
3626,Yu Kobayashi,76,ST,,700,4,4,H \ M,81,75,65,76,31,65,"177cm | 5'10""",1,393,1842,34,72kg,43,67,75,58,59,84
3627,Tanguy Ndombele,76,CM,,0,2,3,H \ M,80,66,74,79,71,76,"180cm | 5'11""",1,446,1934,24,79kg,76,76,79,63,70,77
3628,Charly Musonda,76,LM,,800,5,5,M \ M,87,64,69,82,23,46,"173cm | 5'8""",-4,371,1720,25,66kg,32,83,80,44,70,62
3629,Leonardo Spinazzola,76,LM,,700,3,4,H \ H,82,63,71,78,65,77,"186cm | 6'1""",4,436,1994,28,75kg,64,61,80,76,70,90
3630,Renato Sanches,76,CM,,750,3,4,H \ H,78,72,69,77,70,82,"176cm | 5'9""",6,448,2127,24,70kg,90,85,77,79,71,86
3631,Daniel Castelo Podence,76,CF,,700,4,4,H \ M,89,63,66,84,28,49,"165cm | 5'5""",1,379,1824,26,58kg,65,94,80,66,54,70
3632,Ioannis Fetfatzidis,76,RM,,700,4,4,M \ L,83,64,73,80,25,55,"165cm | 5'5""",1,380,1796,31,61kg,50,91,82,43,63,78
3633,Jakub Jankto,76,CM,,700,3,3,M \ M,82,68,74,76,63,67,"184cm | 6'0""",1,430,2017,25,74kg,68,74,78,62,75,73
3634,Ivan Santini,76,ST,,700,2,4,H \ M,50,79,54,67,37,84,"190cm | 6'3""",-1,371,1759,32,90kg,76,44,72,75,44,79
3635,Federico Di Francesco,76,LW,,700,3,4,M \ M,84,66,73,81,31,57,"178cm | 5'10""",0,392,1841,27,75kg,40,79,81,46,67,72
3636,Juan Manuel Iturbe,76,RW,,700,4,3,M \ M,92,70,66,80,25,54,"169cm | 5'7""",-1,387,1864,28,62kg,74,91,77,67,54,62
3637,Carlos Martínez Díaz,76,RB,,700,2,2,H \ H,61,51,71,66,77,67,"189cm | 6'2""",7,393,1820,35,79kg,46,41,74,34,71,69
3638,Rômulo,76,RM,,700,3,2,M \ M,75,66,75,78,70,73,"178cm | 5'10""",2,437,2069,34,72kg,73,78,78,69,75,77
3639,Raúl Ruidíaz,76,ST,,700,4,4,M \ M,82,77,64,76,29,58,"169cm | 5'7""",2,386,1879,31,66kg,62,79,74,74,53,75
3640,Maxime Le Marchand,76,LB,,700,2,2,M \ H,76,38,67,66,75,78,"185cm | 6'1""",2,400,1831,32,77kg,79,64,68,78,78,79
3641,Richarlison de Andrade,76,LM,,750,3,5,H \ H,85,72,63,80,26,76,"181cm | 5'11""",5,402,1832,24,70kg,69,73,80,61,44,81
3642,Chancel Mbemba,76,CB,,1K,2,3,H \ M,74,54,53,66,75,80,"182cm | 6'0""",3,402,1814,27,82kg,74,63,69,88,65,74
3643,Alexandr Golovin,76,CM,,700,4,4,M \ H,82,69,72,80,65,61,"180cm | 5'11""",5,429,2004,25,69kg,59,65,79,63,72,78
3644,Joaquín Correa,76,LM,,700,4,4,M \ M,78,70,73,77,33,63,"188cm | 6'2""",0,394,1797,27,77kg,50,62,80,37,71,64
3645,Aleix Vidal Parreu,76,RB,,1.1K,3,4,H \ M,91,67,72,80,69,70,"177cm | 5'10""",1,449,2061,32,69kg,80,77,82,82,64,64
3646,Jérôme Roussillon,76,LB,,1.2K,2,3,H \ H,86,62,71,74,72,77,"175cm | 5'9""",4,442,2062,28,80kg,75,74,74,73,69,80
3647,Palhinha,76,CDM,,700,2,4,M \ M,55,49,62,67,74,84,"190cm | 6'3""",1,391,1858,26,82kg,79,49,72,84,73,82
3648,Paolo Hurtado,76,CAM,,700,3,4,H \ M,82,73,73,77,46,57,"176cm | 5'9""",1,408,1953,31,72kg,48,73,78,80,74,55
3649,Ahmed Musa,76,ST,,2.5K,4,3,H \ M,93,76,62,78,28,57,"176cm | 5'9""",-5,394,1878,29,65kg,33,84,76,80,52,89
3650,Ronny Rodelin,76,ST,,700,3,3,H \ M,68,76,74,73,40,68,"192cm | 6'4""",-2,399,1906,32,82kg,42,55,77,79,71,70
3651,Aiden McGeady,75,LM,,700,5,4,H \ M,77,71,72,81,42,62,"177cm | 5'10""",4,405,1966,35,71kg,72,75,81,57,69,64
3652,Ryan Babel,75,LM,,1K,4,4,M \ L,81,73,67,79,34,70,"185cm | 6'1""",0,404,1906,35,85kg,58,74,78,81,60,66
3653,Nana Asare,75,CB,,950,3,4,H \ H,79,59,73,77,76,71,"172cm | 5'8""",4,435,2117,35,65kg,76,83,77,89,73,83
3654,Timofey Kalachev,75,RWB,,650,3,3,H \ H,71,71,77,75,69,64,"173cm | 5'8""",6,427,2070,40,69kg,76,83,76,70,76,68
3655,Giovanni Sio,75,ST,,650,3,3,H \ L,82,75,71,75,22,75,"180cm | 5'11""",4,400,1906,32,80kg,77,74,75,70,67,78
3656,Jonathan Biabiany,75,RW,,800,3,3,H \ L,96,65,66,77,28,66,"177cm | 5'10""",6,398,1831,33,73kg,58,80,76,64,54,74
3657,Geoffrey Bia,75,CAM,,2.7K,4,4,M \ L,81,77,73,75,20,60,"180cm | 5'11""",-1,386,1873,32,79kg,23,78,72,86,71,64
3658,Patrick van Aanholt,75,LB,,750,3,2,H \ M,86,63,67,74,70,72,"176cm | 5'9""",20,432,2009,31,67kg,73,78,72,86,74,84
3659,Jefferson,75,LB,,1.3K,2,2,H \ M,77,71,74,74,70,73,"176cm | 5'9""",0,439,2120,33,72kg,72,79,74,71,75,78
3660,Mubarak Wakaso,75,LM,,700,3,2,H \ H,89,64,71,74,63,78,"171cm | 5'7""",1,439,2065,31,72kg,82,85,73,85,69,82
3661,Abel Hernández,75,ST,,1K,3,3,M \ L,85,72,58,74,29,71,"185cm | 6'1""",4,389,1849,31,73kg,59,68,73,73,47,69
3662,Jonathan Kodjia,75,ST,,700,4,3,H \ L,83,72,55,75,25,73,"189cm | 6'2""",0,383,1795,32,77kg,59,68,72,83,43,76
3663,Caiuby,75,LM,,650,3,4,M \ L,83,70,69,73,32,78,"184cm | 6'0""",2,405,1894,33,85kg,73,66,74,91,64,79
3664,Christian Kabasele,75,CB,,800,2,3,M \ H,73,50,49,62,74,79,"188cm | 6'2""",10,387,1785,30,84kg,75,59,64,79,57,77
3665,Isaac Brizuela,75,RM,,650,4,3,H \ M,91,70,68,77,32,66,"171cm | 5'7""",3,404,1879,31,66kg,63,78,75,69,65,74
3666,Préjuce Nakoulma,75,LM,,1.5K,4,3,H \ L,93,71,63,76,39,73,"178cm | 5'10""",2,415,1866,34,72kg,60,78,74,72,58,72
3667,Luciano Narsingh,75,RW,,750,4,3,M \ L,91,65,67,76,24,58,"177cm | 5'10""",4,381,1734,31,77kg,28,77,76,34,42,71
3668,Emmanuel Badu,75,CM,,850,3,3,H \ H,82,67,70,77,72,75,"173cm | 5'8""",2,443,2122,31,70kg,72,82,75,90,69,91
3669,Alan Pulido,75,ST,,650,3,2,H \ L,84,73,62,74,36,69,"177cm | 5'10""",2,398,1851,30,76kg,46,66,72,77,60,74
3670,Marvin Zeegelaar,75,LB,,950,3,3,H \ M,78,65,67,72,71,80,"186cm | 6'1""",3,433,1992,31,82kg,71,53,75,66,59,83
3671,Callum Wilson,75,ST,,1.4K,3,3,H \ M,90,73,63,74,34,76,"180cm | 5'11""",4,410,1899,29,66kg,73,77,75,66,60,75
3672,Ximo Navarro,75,CB,,2K,2,3,M \ M,78,47,65,67,74,77,"178cm | 5'10""",2,408,1912,31,71kg,80,72,69,83,61,87
3673,Leandro González Pirez,75,CB,,1.3K,2,3,H \ H,73,48,63,68,74,79,"185cm | 6'1""",-2,405,1878,29,80kg,79,54,72,70,78,83
3674,Liassine Cadamuro,75,LB,,650,2,4,M \ M,68,39,66,63,75,77,"188cm | 6'2""",0,388,1774,33,81kg,75,54,74,68,69,70
3675,Konstantinos Stafylidis,75,LB,,650,2,3,H \ M,78,64,69,73,72,73,"178cm | 5'10""",3,429,2033,28,73kg,83,78,75,62,76,71
3676,Stuart Armstrong,75,CAM,,1.1K,3,4,H \ H,84,71,71,75,62,73,"183cm | 6'0""",1,436,2039,29,75kg,67,62,76,73,71,86
3677,Bobby Wood,75,ST,,1.1K,3,3,H \ M,85,74,59,74,28,73,"180cm | 5'11""",5,393,1860,29,79kg,60,76,73,83,62,73
3678,Leigh Griffiths,75,ST,,650,3,4,H \ M,82,75,68,72,22,71,"173cm | 5'8""",1,390,1892,31,76kg,63,76,70,91,62,79
3679,Fabián Castillo,75,LM,,1K,4,4,H \ L,93,71,63,82,44,65,"173cm | 5'8""",-1,418,1950,29,68kg,66,86,79,52,56,81
3680,Welthon,75,ST,,4.3K,4,3,H \ L,83,73,64,75,27,73,"180cm | 5'11""",4,395,1896,29,74kg,68,70,74,75,50,78
3681,Salvador Agra,75,RW,,10K,4,3,H \ L,93,73,67,79,35,50,"166cm | 5'5""",2,397,1916,30,61kg,55,91,76,63,66,77
3682,Christian Atsu,75,RM,,1.2K,3,3,H \ L,91,67,70,79,35,50,"172cm | 5'8""",1,392,1870,29,68kg,49,92,76,68,65,56
3683,Dwight Gayle,75,ST,,700,3,4,M \ M,83,76,55,73,25,60,"177cm | 5'10""",5,372,1795,31,73kg,46,80,71,71,53,66
3684,Amato Ciciretti,75,CAM,,5.9K,4,4,H \ M,86,67,73,76,29,49,"170cm | 5'7""",5,380,1802,27,62kg,44,77,75,37,73,71
3685,Imoh Ezekiel,75,ST,,2.1K,3,3,H \ M,92,74,62,73,28,64,"170cm | 5'7""",2,393,1885,28,70kg,48,91,67,93,47,75
3686,Nathan Aké,75,CB,,3.5K,2,3,M \ M,76,49,67,66,74,73,"180cm | 5'11""",6,405,1904,26,75kg,64,63,69,77,72,75
3687,Matías Britos,75,ST,,750,3,3,H \ M,83,71,66,75,52,67,"169cm | 5'7""",0,414,2001,33,63kg,50,84,73,92,67,81
3688,Ridgeciano Haps,75,LB,,750,3,3,H \ M,89,54,64,76,69,75,"175cm | 5'9""",5,427,1997,28,66kg,75,80,74,73,60,91
3689,Rodolfo Pizarro,75,CM,,1.5K,3,4,H \ M,85,68,74,76,68,70,"173cm | 5'8""",6,441,2069,27,64kg,50,75,77,70,72,86
3690,Paulinho,75,RB,,650,2,3,H \ M,85,49,66,76,71,69,"175cm | 5'9""",1,416,1981,30,70kg,68,85,75,82,54,84
3691,Avilés Hurtado,75,ST,,2.3K,3,4,M \ M,90,72,70,79,44,71,"171cm | 5'7""",5,426,1998,34,65kg,60,79,76,76,68,79
3692,Arthur Masuaku,75,LB,,1.8K,3,2,H \ M,86,66,70,77,70,74,"179cm | 5'10""",5,443,2049,28,70kg,65,79,76,69,68,77
3693,Daniel Amartey,75,CDM,,700,2,3,M \ H,73,60,63,70,72,86,"183cm | 6'0""",2,424,1969,27,78kg,84,69,72,86,71,89
3694,Felipe Mora,75,ST,,1K,3,3,M \ L,82,74,55,72,26,64,"175cm | 5'9""",-1,373,1750,28,72kg,39,71,73,81,64,70
3695,Felipe Pardo,75,RM,,650,3,4,H \ L,80,74,70,75,34,76,"178cm | 5'10""",1,409,1957,31,83kg,80,71,76,67,67,67
3696,Milton Casco,75,LB,,700,2,4,H \ M,85,62,65,72,70,76,"170cm | 5'7""",4,430,2006,33,69kg,78,84,72,83,65,91
3697,Yuya Kubo,75,CF,,700,3,4,H \ M,83,72,68,78,42,56,"178cm | 5'10""",-2,399,1889,28,73kg,41,78,76,54,61,68
3698,Edgar Méndez,75,RM,,650,3,2,H \ M,86,71,69,73,41,77,"188cm | 6'2""",3,417,1908,30,76kg,74,62,74,68,66,72
3699,Luca Rizzo,75,RM,,8.9K,3,4,H \ M,74,61,74,76,62,74,"188cm | 6'2""",0,421,1970,29,80kg,64,58,78,58,74,78
3700,Antonio Barreca,75,LB,,1K,2,2,H \ M,85,34,62,74,68,71,"180cm | 5'11""",3,394,1801,26,70kg,62,78,72,67,58,90
3701,Emanuel Mammana,75,CB,,1.5K,3,2,M \ H,79,42,61,67,75,72,"183cm | 6'0""",0,396,1832,25,70kg,71,63,71,73,75,72
3702,Godfred Donsah,75,CM,,700,2,3,M \ M,81,65,75,78,63,78,"175cm | 5'9""",1,440,2093,25,70kg,74,86,78,78,76,88
3703,Andrea Conti,75,RM,,650,2,2,H \ H,81,56,69,73,71,70,"184cm | 6'0""",1,420,1943,27,76kg,73,68,75,53,68,92
3704,François Kamano,75,LW,,650,3,4,H \ M,90,72,65,77,32,63,"175cm | 5'9""",2,399,1826,25,77kg,59,78,75,55,55,66
3705,Orbelín Pineda,75,CM,,650,3,4,H \ H,86,68,72,77,63,64,"168cm | 5'6""",3,430,2026,25,64kg,67,80,75,65,73,88
3706,Andrés Ibargüen,75,LW,,6.1K,4,3,H \ M,90,65,68,78,26,47,"168cm | 5'6""",4,374,1769,29,64kg,46,87,74,80,64,58
3707,Kelechi Iheanacho,75,ST,,650,3,3,H \ M,84,75,60,74,22,68,"187cm | 6'2""",7,383,1786,25,77kg,56,68,75,58,58,68
3708,Gonzalo Martínez,75,CAM,,650,4,2,H \ L,84,69,68,82,27,57,"172cm | 5'8""",-1,387,1805,28,75kg,34,83,80,54,64,62
3709,Milot Rashica,75,RW,,1.1K,3,4,H \ M,90,68,68,78,29,62,"177cm | 5'10""",3,395,1827,25,73kg,67,76,77,41,66,75
3710,Georgiy Dzhikiya,75,CB,,800,2,3,H \ H,82,51,59,58,76,77,"188cm | 6'2""",12,403,1844,28,86kg,77,60,50,64,65,64
3711,Adalberto Peñaranda,75,ST,,2.7K,3,3,H \ M,82,73,68,80,34,65,"183cm | 6'0""",7,402,1895,24,78kg,62,63,81,62,56,65
3712,Andrés Ibargüen,75,LW,,650,4,3,H \ M,90,65,68,78,26,47,"168cm | 5'6""",2,374,1769,29,64kg,46,87,74,80,64,58
3713,Matías Britos,75,ST,,650,3,3,H \ M,83,71,66,75,52,67,"169cm | 5'7""",-1,414,2001,33,63kg,50,84,73,92,67,81
3714,Milot Rashica,75,RW,,700,3,4,H \ M,90,68,68,78,29,62,"177cm | 5'10""",-1,395,1827,25,73kg,67,76,77,41,66,75
3715,Salvador Agra,75,RW,,800,4,3,H \ L,93,73,67,79,35,50,"166cm | 5'5""",-2,397,1916,30,61kg,55,91,76,63,66,77
3716,Geoffrey Bia,75,CAM,,650,4,4,M \ L,81,77,73,75,20,60,"180cm | 5'11""",0,386,1873,32,79kg,23,78,72,86,71,64
3717,Amato Ciciretti,75,CAM,,1.1K,4,4,H \ M,86,67,73,76,29,49,"170cm | 5'7""",3,380,1802,27,62kg,44,77,75,37,73,71
3718,Konstantinos Stafylidis,75,LB,,10K,2,3,H \ M,78,64,69,73,72,73,"178cm | 5'10""",2,429,2033,28,73kg,83,78,75,62,76,71
3719,Welthon,75,ST,,650,4,3,H \ L,83,73,64,75,27,73,"180cm | 5'11""",1,395,1896,29,74kg,68,70,74,75,50,78
3720,Luca Rizzo,75,RM,,9.6K,3,4,H \ M,74,61,74,76,62,74,"188cm | 6'2""",1,421,1970,29,80kg,64,58,78,58,74,78
3721,Guido Carrillo,75,ST,,2.7K,2,3,M \ M,63,77,54,71,37,79,"191cm | 6'3""",0,381,1804,30,87kg,73,63,75,70,58,73
3722,Demarai Gray,75,LM,,750,3,3,M \ M,90,68,65,81,23,59,"179cm | 5'10""",1,386,1755,25,66kg,35,83,79,59,59,77
3723,Laurent Depoitre,75,ST,,650,2,3,H \ H,63,72,58,64,37,84,"191cm | 6'3""",2,378,1748,33,91kg,77,40,73,68,59,82
3724,Christopher Schindler,75,CB,,1.3K,2,2,M \ M,66,32,58,56,77,76,"189cm | 6'2""",-1,365,1692,31,77kg,69,61,68,64,64,74
3725,Ahmed Hegazy,75,CB,,750,2,2,M \ M,54,20,42,49,76,76,"195cm | 6'5""",9,317,1452,30,83kg,72,54,55,68,47,59
3726,Antonín Barák,75,CM,,650,4,3,M \ M,68,72,75,74,58,71,"190cm | 6'3""",3,418,1988,27,86kg,66,69,78,66,71,74
3727,Nicolò Barella,75,CM,,650,2,3,M \ M,79,57,75,78,64,65,"172cm | 5'8""",5,418,1987,24,68kg,71,86,77,62,79,78
3728,Giovani Lo Celso,75,CAM,,650,3,3,H \ H,75,62,76,77,40,63,"177cm | 5'10""",1,393,1879,25,69kg,65,80,81,57,73,74
3729,Mouctar Diakhaby,75,CB,,2K,2,3,M \ M,56,37,44,50,75,80,"189cm | 6'2""",1,342,1592,25,78kg,76,34,54,86,44,75
3730,Clinton Njie,75,ST,,800,4,3,H \ M,93,72,67,76,32,67,"175cm | 5'9""",7,407,1900,28,68kg,67,89,68,60,62,78
3731,Youssef Ait Bennasser,75,CM,,1.9K,3,3,M \ M,75,62,72,77,63,67,"184cm | 6'0""",0,416,1960,25,75kg,67,69,78,79,78,67
3732,Dayot Upamecano,75,CB,,850,2,3,M \ M,80,32,58,61,73,78,"185cm | 6'1""",9,382,1691,23,83kg,80,70,63,84,62,64
3733,Nico Schulz,75,LB,,850,2,2,M \ M,87,50,68,75,70,72,"180cm | 5'11""",2,422,1923,28,78kg,67,71,75,60,63,77
3734,Dennis Diekmeier,75,RB,,3.2K,2,2,H \ M,86,40,66,67,72,75,"188cm | 6'2""",1,406,1865,32,79kg,70,46,70,68,64,79
3735,Mijat Gacinovic,75,CM,,650,3,3,H \ M,78,68,73,80,61,63,"175cm | 5'9""",0,423,1971,26,66kg,65,78,78,65,70,75
3736,Medrán,75,CM,,3.2K,3,4,M \ M,63,69,77,72,64,57,"176cm | 5'9""",0,402,1957,27,68kg,49,71,77,64,80,55
3737,Granell,75,CM,,1.4K,3,4,M \ M,65,70,78,73,66,68,"175cm | 5'9""",1,420,2022,33,70kg,73,78,76,66,75,72
3738,Yassine Bounou,75,GK,,650,1,3,M \ M,72,78,73,72,36,75,"192cm | 6'4""",3,406,821,30,78kg,25,29,12,48,44,43
3739,Pablo Maffeo,75,RB,,8.2K,2,3,M \ M,85,52,67,78,73,68,"173cm | 5'8""",1,423,1924,24,66kg,70,92,80,65,63,75
3740,Toño,75,LB,,1K,2,3,H \ M,85,58,73,75,68,67,"179cm | 5'10""",4,426,2004,32,69kg,58,76,77,68,67,78
3741,Diego Mariño,75,GK,,650,1,3,M \ M,76,73,69,79,47,72,"187cm | 6'2""",2,416,845,31,76kg,19,53,13,76,30,33
3742,Diego González,75,CM,,5.7K,2,3,M \ H,70,67,71,71,73,81,"172cm | 5'8""",1,433,2002,33,73kg,84,63,73,67,75,91
3743,Salih Uçan,75,CM,,650,4,5,M \ M,73,73,75,76,68,59,"182cm | 6'0""",-1,424,2028,27,65kg,67,71,79,60,76,65
3744,Zainadine,75,CB,,1K,2,3,M \ M,71,39,55,62,77,78,"178cm | 5'10""",1,382,1835,33,75kg,81,72,62,92,53,73
3745,James Forrest,75,RM,,650,3,2,M \ M,91,66,70,77,30,59,"175cm | 5'9""",3,393,1835,30,67kg,34,89,74,66,62,73
