,Rat,Position,Skils,Weak_Foot,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Age,Weight,Aggression,Balance,Ball_Control,Jumping,Long_Passing,Stamina,Player_Height
3655,75,ST,3,3,82,75,71,75,22,75,32,80,77.0,74.0,75.0,70.0,67.0,78.0,180
3656,75,RW,3,3,96,65,66,77,28,66,33,73,58.0,80.0,76.0,64.0,54.0,74.0,177
3657,75,CAM,4,4,81,77,73,75,20,60,32,79,23.0,78.0,72.0,86.0,71.0,64.0,180
3658,75,LB,3,2,86,63,67,74,70,72,31,67,73.0,78.0,72.0,86.0,74.0,84.0,176
3659,75,LB,2,2,77,71,74,74,70,73,33,72,72.0,79.0,74.0,71.0,75.0,78.0,176
3660,75,LM,3,2,89,64,71,74,63,78,31,72,82.0,85.0,73.0,85.0,69.0,82.0,171
3661,75,ST,3,3,85,72,58,74,29,71,31,73,59.0,68.0,73.0,73.0,47.0,69.0,185
3662,75,ST,4,3,83,72,55,75,25,73,32,77,59.0,68.0,72.0,83.0,43.0,76.0,189
3663,75,LM,3,4,83,70,69,73,32,78,33,85,73.0,66.0,74.0,91.0,64.0,79.0,184
3664,75,CB,2,3,73,50,49,62,74,79,30,84,75.0,59.0,64.0,79.0,57.0,77.0,188
3665,75,RM,4,3,91,70,68,77,32,66,31,66,63.0,78.0,75.0,69.0,65.0,74.0,171
3666,75,LM,4,3,93,71,63,76,39,73,34,72,60.0,78.0,74.0,72.0,58.0,72.0,178
3667,75,RW,4,3,91,65,67,76,24,58,31,77,28.0,77.0,76.0,34.0,42.0,71.0,177
3668,75,CM,3,3,82,67,70,77,72,75,31,70,72.0,82.0,75.0,90.0,69.0,91.0,173
3669,75,ST,3,2,84,73,62,74,36,69,30,76,46.0,66.0,72.0,77.0,60.0,74.0,177
3670,75,LB,3,3,78,65,67,72,71,80,31,82,71.0,53.0,75.0,66.0,59.0,83.0,186
3671,75,ST,3,3,90,73,63,74,34,76,29,66,73.0,77.0,75.0,66.0,60.0,75.0,180
3672,75,CB,2,3,78,47,65,67,74,77,31,71,80.0,72.0,69.0,83.0,61.0,87.0,178
3673,75,CB,2,3,73,48,63,68,74,79,29,80,79.0,54.0,72.0,70.0,78.0,83.0,185
3674,75,LB,2,4,68,39,66,63,75,77,33,81,75.0,54.0,74.0,68.0,69.0,70.0,188
3675,75,LB,2,3,78,64,69,73,72,73,28,73,83.0,78.0,75.0,62.0,76.0,71.0,178
3676,75,CAM,3,4,84,71,71,75,62,73,29,75,67.0,62.0,76.0,73.0,71.0,86.0,183
3677,75,ST,3,3,85,74,59,74,28,73,29,79,60.0,76.0,73.0,83.0,62.0,73.0,180
3678,75,ST,3,4,82,75,68,72,22,71,31,76,63.0,76.0,70.0,91.0,62.0,79.0,173
3679,75,LM,4,4,93,71,63,82,44,65,29,68,66.0,86.0,79.0,52.0,56.0,81.0,173
3680,75,ST,4,3,83,73,64,75,27,73,29,74,68.0,70.0,74.0,75.0,50.0,78.0,180
3681,75,RW,4,3,93,73,67,79,35,50,30,61,55.0,91.0,76.0,63.0,66.0,77.0,166
3682,75,RM,3,3,91,67,70,79,35,50,29,68,49.0,92.0,76.0,68.0,65.0,56.0,172
3683,75,ST,3,4,83,76,55,73,25,60,31,73,46.0,80.0,71.0,71.0,53.0,66.0,177
3684,75,CAM,4,4,86,67,73,76,29,49,27,62,44.0,77.0,75.0,37.0,73.0,71.0,170
3685,75,ST,3,3,92,74,62,73,28,64,28,70,48.0,91.0,67.0,93.0,47.0,75.0,170
3686,75,CB,2,3,76,49,67,66,74,73,26,75,64.0,63.0,69.0,77.0,72.0,75.0,180
3687,75,ST,3,3,83,71,66,75,52,67,33,63,50.0,84.0,73.0,92.0,67.0,81.0,169
3688,75,LB,3,3,89,54,64,76,69,75,28,66,75.0,80.0,74.0,73.0,60.0,91.0,175
3689,75,CM,3,4,85,68,74,76,68,70,27,64,50.0,75.0,77.0,70.0,72.0,86.0,173
3690,75,RB,2,3,85,49,66,76,71,69,30,70,68.0,85.0,75.0,82.0,54.0,84.0,175
3691,75,ST,3,4,90,72,70,79,44,71,34,65,60.0,79.0,76.0,76.0,68.0,79.0,171
3692,75,LB,3,2,86,66,70,77,70,74,28,70,65.0,79.0,76.0,69.0,68.0,77.0,179
3693,75,CDM,2,3,73,60,63,70,72,86,27,78,84.0,69.0,72.0,86.0,71.0,89.0,183
3694,75,ST,3,3,82,74,55,72,26,64,28,72,39.0,71.0,73.0,81.0,64.0,70.0,175
3695,75,RM,3,4,80,74,70,75,34,76,31,83,80.0,71.0,76.0,67.0,67.0,67.0,178
3696,75,LB,2,4,85,62,65,72,70,76,33,69,78.0,84.0,72.0,83.0,65.0,91.0,170
3697,75,CF,3,4,83,72,68,78,42,56,28,73,41.0,78.0,76.0,54.0,61.0,68.0,178
3698,75,RM,3,2,86,71,69,73,41,77,30,76,74.0,62.0,74.0,68.0,66.0,72.0,188
3699,75,RM,3,4,74,61,74,76,62,74,29,80,64.0,58.0,78.0,58.0,74.0,78.0,188
3700,75,LB,2,2,85,34,62,74,68,71,26,70,62.0,78.0,72.0,67.0,58.0,90.0,180
3701,75,CB,3,2,79,42,61,67,75,72,25,70,71.0,63.0,71.0,73.0,75.0,72.0,183
3702,75,CM,2,3,81,65,75,78,63,78,25,70,74.0,86.0,78.0,78.0,76.0,88.0,175
3703,75,RM,2,2,81,56,69,73,71,70,27,76,73.0,68.0,75.0,53.0,68.0,92.0,184
3704,75,LW,3,4,90,72,65,77,32,63,25,77,59.0,78.0,75.0,55.0,55.0,66.0,175
3705,75,CM,3,4,86,68,72,77,63,64,25,64,67.0,80.0,75.0,65.0,73.0,88.0,168
3706,75,LW,4,3,90,65,68,78,26,47,29,64,46.0,87.0,74.0,80.0,64.0,58.0,168
3707,75,ST,3,3,84,75,60,74,22,68,25,77,56.0,68.0,75.0,58.0,58.0,68.0,187
3708,75,CAM,4,2,84,69,68,82,27,57,28,75,34.0,83.0,80.0,54.0,64.0,62.0,172
3709,75,RW,3,4,90,68,68,78,29,62,25,73,67.0,76.0,77.0,41.0,66.0,75.0,177
3710,75,CB,2,3,82,51,59,58,76,77,28,86,77.0,60.0,50.0,64.0,65.0,64.0,188
3711,75,ST,3,3,82,73,68,80,34,65,24,78,62.0,63.0,81.0,62.0,56.0,65.0,183
3721,75,ST,2,3,63,77,54,71,37,79,30,87,73.0,63.0,75.0,70.0,58.0,73.0,191
3722,75,LM,3,3,90,68,65,81,23,59,25,66,35.0,83.0,79.0,59.0,59.0,77.0,179
3723,75,ST,2,3,63,72,58,64,37,84,33,91,77.0,40.0,73.0,68.0,59.0,82.0,191
3724,75,CB,2,2,66,32,58,56,77,76,31,77,69.0,61.0,68.0,64.0,64.0,74.0,189
3725,75,CB,2,2,54,20,42,49,76,76,30,83,72.0,54.0,55.0,68.0,47.0,59.0,195
3726,75,CM,4,3,68,72,75,74,58,71,27,86,66.0,69.0,78.0,66.0,71.0,74.0,190
3727,75,CM,2,3,79,57,75,78,64,65,24,68,71.0,86.0,77.0,62.0,79.0,78.0,172
3728,75,CAM,3,3,75,62,76,77,40,63,25,69,65.0,80.0,81.0,57.0,73.0,74.0,177
3729,75,CB,2,3,56,37,44,50,75,80,25,78,76.0,34.0,54.0,86.0,44.0,75.0,189
3730,75,ST,4,3,93,72,67,76,32,67,28,68,67.0,89.0,68.0,60.0,62.0,78.0,175
3731,75,CM,3,3,75,62,72,77,63,67,25,75,67.0,69.0,78.0,79.0,78.0,67.0,184
3732,75,CB,2,3,80,32,58,61,73,78,23,83,80.0,70.0,63.0,84.0,62.0,64.0,185
3733,75,LB,2,2,87,50,68,75,70,72,28,78,67.0,71.0,75.0,60.0,63.0,77.0,180
3734,75,RB,2,2,86,40,66,67,72,75,32,79,70.0,46.0,70.0,68.0,64.0,79.0,188
3735,75,CM,3,3,78,68,73,80,61,63,26,66,65.0,78.0,78.0,65.0,70.0,75.0,175
3736,75,CM,3,4,63,69,77,72,64,57,27,68,49.0,71.0,77.0,64.0,80.0,55.0,176
3737,75,CM,3,4,65,70,78,73,66,68,33,70,73.0,78.0,76.0,66.0,75.0,72.0,175
3739,75,RB,2,3,85,52,67,78,73,68,24,66,70.0,92.0,80.0,65.0,63.0,75.0,173
3740,75,LB,2,3,85,58,73,75,68,67,32,69,58.0,76.0,77.0,68.0,67.0,78.0,179
3742,75,CM,2,3,70,67,71,71,73,81,33,73,84.0,63.0,73.0,67.0,75.0,91.0,172
3743,75,CM,4,5,73,73,75,76,68,59,27,65,67.0,71.0,79.0,60.0,76.0,65.0,182
3744,75,CB,2,3,71,39,55,62,77,78,33,75,81.0,72.0,62.0,92.0,53.0,73.0,178
3745,75,RM,3,2,91,66,70,77,30,59,30,67,34.0,89.0,74.0,66.0,62.0,73.0,175
3746,75,CM,4,3,63,74,77,75,53,59,29,72,53.0,67.0,77.0,48.0,75.0,54.0,181
3747,75,CB,2,3,70,41,52,57,75,79,30,87,68.0,50.0,65.0,65.0,60.0,75.0,188
3748,75,CB,2,3,72,57,53,58,74,82,37,75,68.0,70.0,53.0,79.0,57.0,73.0,185
3749,75,LM,4,2,74,73,77,75,47,64,33,79,56.0,76.0,75.0,56.0,73.0,66.0,178
3750,75,ST,3,4,73,76,65,72,35,73,27,80,67.0,60.0,75.0,73.0,58.0,67.0,185
3751,75,ST,3,3,92,71,65,75,34,80,31,73,75.0,90.0,71.0,90.0,55.0,86.0,173
3752,75,LM,3,4,76,75,73,77,54,68,35,78,50.0,58.0,79.0,64.0,71.0,74.0,183
3753,75,CB,2,2,84,38,52,57,75,83,32,82,82.0,66.0,59.0,88.0,60.0,77.0,188
3754,75,RW,4,4,88,71,67,75,38,71,28,73,73.0,72.0,76.0,54.0,62.0,72.0,175
3755,75,LB,2,3,84,44,69,71,70,71,24,70,75.0,74.0,68.0,65.0,60.0,85.0,178
3756,75,CAM,3,4,74,71,76,76,48,71,24,78,68.0,69.0,77.0,55.0,70.0,79.0,184
3757,75,RB,2,3,80,57,70,70,71,82,28,70,82.0,85.0,70.0,72.0,67.0,89.0,170
3758,75,CB,2,3,70,38,60,58,79,75,31,83,63.0,52.0,58.0,63.0,73.0,71.0,190
3759,75,CAM,3,3,75,73,75,74,54,65,29,73,62.0,69.0,77.0,54.0,70.0,80.0,180
3760,75,CAM,4,5,79,66,71,81,38,56,26,70,36.0,90.0,79.0,71.0,56.0,75.0,173
3761,75,LM,3,4,78,74,74,75,36,69,35,85,58.0,66.0,76.0,74.0,72.0,66.0,178
3762,75,LW,4,4,86,72,67,81,36,64,22,66,64.0,83.0,78.0,68.0,45.0,69.0,171
3763,75,CB,2,3,49,47,43,43,73,81,32,83,79.0,28.0,57.0,61.0,55.0,67.0,197
3764,75,LM,5,4,82,70,68,81,32,52,33,69,43.0,76.0,78.0,46.0,61.0,69.0,177
3765,75,ST,3,4,79,73,56,74,42,70,31,65,74.0,69.0,75.0,82.0,50.0,81.0,186
3766,75,CB,2,4,48,52,66,65,76,73,33,81,62.0,46.0,74.0,65.0,72.0,78.0,188
3768,75,ST,2,2,60,73,53,66,31,83,29,84,73.0,41.0,74.0,79.0,32.0,83.0,197
3769,75,CM,3,3,76,56,78,83,60,65,24,71,62.0,89.0,85.0,71.0,72.0,72.0,180
3770,75,CM,3,4,79,58,72,78,57,66,27,64,58.0,85.0,76.0,71.0,76.0,79.0,175
3774,75,RW,4,4,86,67,73,76,29,49,27,62,44.0,77.0,75.0,37.0,73.0,71.0,170
3790,75,RWB,2,3,85,52,67,78,73,68,24,66,70.0,92.0,80.0,65.0,63.0,75.0,173
3791,75,CAM,3,4,85,68,74,76,68,70,27,64,50.0,75.0,77.0,70.0,72.0,86.0,173
3792,75,RM,4,3,93,73,67,79,35,50,30,61,55.0,91.0,76.0,63.0,66.0,77.0,166
3802,94,ST,5,4,90,93,81,90,35,79,36,83,63.0,70.0,94.0,95.0,77.0,88.0,187
3803,94,CF,4,4,88,91,88,96,32,61,34,72,48.0,95.0,96.0,68.0,87.0,72.0,170
3804,92,LW,5,5,92,84,83,95,32,59,29,68,56.0,84.0,95.0,61.0,78.0,81.0,175
3806,91,CAM,4,5,77,86,92,87,60,78,30,70,76.0,77.0,91.0,63.0,91.0,90.0,181
3807,91,ST,3,4,80,90,79,87,52,85,34,86,87.0,83.0,90.0,69.0,64.0,90.0,182
3808,91,LW,4,4,91,82,86,94,35,67,30,74,54.0,94.0,94.0,56.0,83.0,83.0,173
3809,91,CM,4,4,76,76,90,91,70,67,36,66,62.0,94.0,93.0,68.0,88.0,89.0,172
3810,91,CB,3,3,75,63,71,72,91,84,35,82,84.0,66.0,84.0,93.0,72.0,84.0,184
3811,90,ST,4,4,78,89,75,85,41,82,33,80,80.0,78.0,89.0,84.0,65.0,78.0,184
3814,90,CM,3,5,67,82,89,82,74,69,31,76,60.0,71.0,90.0,30.0,93.0,75.0,183
3815,90,CB,2,3,68,48,65,64,89,84,35,78,88.0,54.0,76.0,91.0,70.0,66.0,187
3817,90,ST,3,4,70,91,81,81,47,85,28,89,77.0,71.0,84.0,79.0,84.0,91.0,188
3818,90,CB,2,3,70,46,57,60,92,84,37,85,94.0,55.0,57.0,91.0,60.0,62.0,187
3819,89,CB,2,3,69,46,56,60,91,82,37,85,92.0,55.0,57.0,89.0,59.0,61.0,187
3820,89,CAM,4,3,85,85,84,91,28,66,28,75,48.0,85.0,92.0,75.0,75.0,80.0,177
3821,89,ST,4,4,84,89,76,89,28,73,33,70,65.0,91.0,89.0,81.0,63.0,76.0,173
3822,89,CAM,4,2,66,74,87,91,50,60,35,67,56.0,90.0,93.0,64.0,81.0,78.0,173
3824,89,CDM,2,3,80,66,77,81,87,84,30,68,90.0,92.0,80.0,77.0,81.0,96.0,168
3825,89,CB,3,3,65,58,76,73,90,76,33,92,69.0,60.0,81.0,68.0,85.0,66.0,191
3826,89,ST,3,4,70,90,79,81,47,83,28,89,76.0,71.0,84.0,78.0,82.0,89.0,188
3827,89,CAM,4,3,72,81,85,92,61,62,29,79,58.0,90.0,95.0,64.0,84.0,70.0,176
3828,89,ST,3,4,76,87,72,80,52,83,34,77,84.0,59.0,82.0,88.0,52.0,92.0,185
3829,89,ST,4,3,86,86,81,88,50,70,30,73,69.0,80.0,90.0,90.0,76.0,81.0,176
3830,89,CDM,3,3,51,62,80,81,86,80,33,76,85.0,54.0,88.0,66.0,80.0,86.0,189
3831,88,CM,5,4,75,79,86,85,69,87,28,84,78.0,64.0,90.0,85.0,90.0,90.0,191
3832,88,LW,5,4,81,81,86,91,45,64,29,68,55.0,93.0,92.0,59.0,81.0,79.0,172
3833,88,CDM,3,3,43,62,79,78,85,80,33,76,85.0,52.0,85.0,66.0,79.0,86.0,189
3834,88,CAM,4,3,72,86,88,86,50,67,30,78,64.0,76.0,90.0,54.0,83.0,70.0,181
3835,88,RW,4,3,92,84,79,89,45,72,29,71,63.0,88.0,88.0,68.0,72.0,84.0,175
3836,88,CAM,4,5,74,82,89,86,53,64,29,76,46.0,81.0,91.0,50.0,87.0,92.0,181
3838,88,RW,4,3,95,88,84,85,58,76,32,81,65.0,65.0,85.0,87.0,80.0,75.0,185
3839,88,LB,5,4,82,71,83,90,81,82,33,80,84.0,86.0,92.0,76.0,76.0,91.0,174
3840,88,CDM,2,3,62,69,75,72,87,88,29,84,87.0,66.0,78.0,88.0,82.0,87.0,185
3841,88,ST,3,4,73,87,70,83,31,74,34,89,50.0,69.0,85.0,79.0,59.0,70.0,186
3842,88,LW,4,4,90,76,84,91,36,50,30,59,34.0,93.0,93.0,53.0,78.0,75.0,163
3843,88,CB,2,3,71,54,73,70,88,79,37,82,76.0,68.0,80.0,90.0,80.0,74.0,183
3847,88,RW,5,4,96,83,80,90,39,73,23,73,62.0,83.0,91.0,76.0,73.0,84.0,178
3848,88,CAM,4,4,86,87,85,87,47,69,32,71,52.0,81.0,87.0,75.0,73.0,73.0,180
3849,88,CB,2,3,75,61,69,72,87,86,30,92,82.0,50.0,75.0,87.0,80.0,72.0,193
3850,88,ST,4,4,94,85,76,82,37,71,32,80,43.0,71.0,84.0,80.0,64.0,77.0,187
3851,88,CB,2,3,73,26,49,60,89,87,30,89,88.0,40.0,60.0,81.0,51.0,71.0,187
3852,87,ST,3,4,84,84,76,75,35,87,28,94,76.0,46.0,74.0,71.0,74.0,84.0,190
3853,87,LW,4,3,82,83,79,89,45,77,33,74,79.0,87.0,87.0,87.0,75.0,83.0,169
3854,87,CM,3,3,62,84,87,82,72,69,33,78,67.0,66.0,87.0,39.0,90.0,84.0,184
3855,87,CB,2,3,55,61,69,66,87,76,34,85,72.0,36.0,78.0,74.0,80.0,65.0,194
3856,87,LB,3,3,93,69,79,83,79,72,32,68,75.0,85.0,84.0,81.0,74.0,91.0,170
3857,87,CB,2,3,72,64,71,72,88,82,28,75,81.0,66.0,77.0,89.0,73.0,78.0,182
3858,87,CB,3,3,63,63,73,72,88,79,34,86,84.0,60.0,76.0,85.0,74.0,75.0,189
3859,87,ST,4,4,94,84,75,80,37,70,32,80,43.0,70.0,82.0,79.0,64.0,76.0,187
3861,87,CF,4,4,89,83,80,90,34,55,34,61,59.0,92.0,89.0,60.0,74.0,75.0,169
3862,87,CB,2,3,72,26,46,60,88,86,30,89,87.0,40.0,60.0,81.0,48.0,71.0,187
3863,87,CM,3,5,70,80,84,84,72,69,34,79,56.0,66.0,87.0,71.0,83.0,84.0,183
3864,87,RW,5,4,96,81,79,89,39,72,23,73,62.0,83.0,90.0,75.0,73.0,83.0,178
3865,87,ST,3,4,82,87,63,82,39,76,31,85,77.0,63.0,83.0,77.0,49.0,75.0,185
3866,87,ST,3,4,78,85,61,79,36,72,28,75,56.0,76.0,81.0,94.0,54.0,72.0,181
3867,87,CM,4,4,69,70,87,90,61,57,37,68,58.0,84.0,94.0,47.0,86.0,55.0,171
3868,87,RW,4,3,93,77,79,88,47,57,27,69,38.0,94.0,88.0,58.0,69.0,79.0,170
3869,87,CDM,3,4,67,74,80,79,85,80,36,67,88.0,78.0,82.0,76.0,83.0,80.0,179
3871,87,CB,2,3,65,57,74,69,89,79,32,81,81.0,52.0,73.0,85.0,83.0,74.0,186
3872,87,CM,5,3,73,75,85,90,68,63,30,70,57.0,86.0,91.0,75.0,88.0,75.0,174
3874,86,LM,5,3,95,75,81,91,43,65,31,70,55.0,91.0,91.0,61.0,68.0,78.0,172
3875,86,LB,3,3,85,65,77,81,82,83,30,80,82.0,78.0,81.0,79.0,71.0,92.0,180
3876,86,CB,2,3,61,58,69,71,87,80,34,85,82.0,52.0,75.0,85.0,85.0,70.0,190
3877,86,CB,2,3,70,45,54,65,87,85,34,94,86.0,53.0,64.0,85.0,65.0,69.0,189
3878,86,CM,3,4,66,70,86,86,73,69,31,72,70.0,79.0,89.0,61.0,85.0,77.0,178
3879,86,CDM,3,3,56,71,79,76,83,83,33,85,81.0,50.0,79.0,67.0,84.0,84.0,194
3881,86,CDM,3,4,67,74,78,79,83,79,36,67,87.0,78.0,82.0,76.0,81.0,79.0,179
3882,86,LW,4,3,95,81,78,86,38,70,25,75,61.0,81.0,85.0,64.0,64.0,79.0,183
3883,86,CB,2,3,60,57,63,61,86,80,33,81,91.0,62.0,70.0,92.0,72.0,67.0,183
3884,86,CB,2,3,76,55,78,74,87,77,32,78,82.0,73.0,79.0,76.0,80.0,87.0,178
3885,86,CB,2,4,73,50,72,66,85,83,33,90,81.0,52.0,70.0,75.0,84.0,69.0,192
3886,86,CM,5,3,73,74,84,89,67,63,30,70,57.0,86.0,90.0,75.0,87.0,75.0,174
3887,86,CF,3,4,74,83,80,78,50,71,32,75,57.0,72.0,82.0,81.0,72.0,87.0,186
3888,86,CF,4,4,77,83,80,86,61,78,30,76,73.0,81.0,88.0,81.0,75.0,90.0,181
3889,86,LW,4,4,94,80,76,87,42,73,29,69,73.0,86.0,86.0,75.0,71.0,84.0,175
3890,86,CAM,4,2,70,73,86,84,24,58,33,76,48.0,70.0,90.0,48.0,82.0,69.0,180
3891,86,CB,2,3,84,45,61,65,86,80,28,81,77.0,40.0,77.0,79.0,76.0,73.0,191
3892,86,CM,4,4,65,60,84,89,79,66,29,60,89.0,94.0,88.0,64.0,89.0,77.0,165
3893,86,LM,4,5,86,80,80,83,62,78,32,80,65.0,74.0,85.0,84.0,77.0,89.0,186
3894,86,CB,2,4,63,69,64,62,87,74,39,91,73.0,36.0,68.0,45.0,70.0,61.0,198
3895,86,CM,3,4,47,80,88,79,71,71,32,74,63.0,72.0,84.0,51.0,87.0,78.0,182
3897,86,RB,3,4,73,68,84,82,79,74,26,70,75.0,83.0,85.0,80.0,80.0,86.0,176
3899,86,CB,2,4,73,41,58,62,88,84,26,80,88.0,48.0,67.0,79.0,69.0,78.0,187
3900,85,CM,2,4,57,76,80,78,81,83,34,90,82.0,54.0,84.0,68.0,82.0,78.0,189
3901,85,CDM,2,2,78,68,77,79,83,83,34,75,86.0,79.0,79.0,84.0,77.0,94.0,180
3902,85,LM,4,4,85,86,82,86,44,64,32,71,49.0,81.0,86.0,70.0,71.0,68.0,180
3903,85,RW,4,3,93,73,76,87,47,56,27,69,38.0,93.0,87.0,57.0,67.0,78.0,170
3904,85,CB,2,3,56,54,65,66,85,81,35,85,87.0,41.0,70.0,72.0,66.0,66.0,190
3905,85,RW,5,4,85,79,81,90,37,59,30,67,48.0,88.0,89.0,61.0,76.0,76.0,179
3906,85,CDM,3,4,57,80,79,78,84,83,34,75,93.0,75.0,82.0,85.0,78.0,83.0,180
3907,85,RB,3,4,73,68,83,82,77,73,26,70,74.0,83.0,85.0,79.0,80.0,85.0,176
3908,85,RM,4,2,79,85,81,88,32,62,37,80,47.0,90.0,88.0,60.0,71.0,64.0,180
3909,85,LM,5,4,78,76,82,88,30,57,38,72,51.0,91.0,88.0,34.0,74.0,59.0,170
3910,85,LB,3,4,82,73,80,80,81,75,29,76,69.0,77.0,83.0,82.0,80.0,87.0,180
3911,85,CB,2,3,71,60,67,70,85,84,30,92,81.0,49.0,73.0,85.0,78.0,71.0,193
3912,85,CDM,3,2,71,69,78,77,84,84,28,78,85.0,67.0,82.0,75.0,78.0,93.0,188
3914,85,CB,2,3,62,57,72,66,88,78,32,81,80.0,50.0,70.0,84.0,81.0,74.0,186
3915,85,LW,4,3,81,84,83,85,43,60,25,76,45.0,76.0,86.0,58.0,82.0,72.0,182
3916,85,LM,4,3,80,75,78,90,41,59,31,66,46.0,87.0,86.0,72.0,72.0,85.0,175
3917,85,CB,2,2,83,18,42,62,86,82,30,83,86.0,59.0,65.0,86.0,61.0,76.0,189
3918,85,ST,2,5,66,85,71,75,46,73,35,84,51.0,36.0,84.0,66.0,72.0,76.0,193
3919,85,ST,2,4,75,83,64,76,49,87,33,86,93.0,53.0,83.0,64.0,52.0,76.0,188
3920,85,LM,3,4,69,75,88,82,69,78,29,74,71.0,78.0,86.0,61.0,89.0,84.0,176
3921,85,CM,3,4,70,77,79,82,78,76,27,77,69.0,68.0,85.0,79.0,83.0,81.0,184
3922,85,LB,3,3,75,62,78,79,81,79,36,74,81.0,62.0,83.0,71.0,77.0,89.0,182
3923,85,CM,4,4,69,79,80,82,77,84,26,76,73.0,59.0,87.0,85.0,85.0,85.0,191
3924,85,ST,3,4,67,84,69,78,43,74,35,72,75.0,75.0,82.0,91.0,58.0,68.0,177
3925,85,CB,2,3,68,49,60,69,88,76,37,78,83.0,57.0,73.0,82.0,69.0,65.0,186
3926,85,CM,3,3,75,79,78,82,83,83,33,77,88.0,82.0,85.0,76.0,81.0,93.0,176
3927,85,CB,2,4,72,41,57,62,87,82,26,80,86.0,48.0,67.0,78.0,68.0,77.0,187
3928,85,CB,2,3,68,51,57,62,85,81,38,81,94.0,49.0,62.0,76.0,61.0,60.0,188
3929,85,RW,3,3,81,86,77,86,35,65,34,67,63.0,74.0,87.0,68.0,64.0,75.0,175
3930,85,CAM,4,3,79,82,81,89,33,79,28,75,73.0,91.0,89.0,69.0,75.0,80.0,173
3931,85,ST,5,4,59,86,77,79,34,78,40,95,84.0,39.0,84.0,68.0,73.0,61.0,195
3932,85,CM,3,3,73,81,77,81,79,84,33,81,81.0,66.0,84.0,90.0,80.0,92.0,181
3934,85,LM,4,5,87,86,78,86,42,68,29,65,60.0,76.0,86.0,63.0,65.0,85.0,183
3935,85,ST,4,4,83,84,72,84,40,74,30,73,71.0,84.0,83.0,77.0,59.0,77.0,175
3936,85,CDM,4,4,72,76,80,80,81,83,32,81,78.0,60.0,83.0,72.0,81.0,89.0,188
3937,85,CB,2,3,75,39,70,69,86,77,27,75,81.0,69.0,77.0,87.0,79.0,75.0,183
3938,85,ST,4,4,76,80,78,84,32,76,34,81,65.0,63.0,88.0,70.0,56.0,72.0,185
3939,85,RB,3,3,83,45,76,81,82,80,29,73,83.0,81.0,85.0,77.0,73.0,86.0,173
3940,84,ST,3,3,70,78,71,75,66,85,35,85,88.0,53.0,77.0,85.0,67.0,83.0,190
3941,84,CB,2,3,68,34,57,65,89,72,40,87,66.0,64.0,65.0,81.0,65.0,53.0,187
3943,84,RM,5,3,91,74,77,87,66,69,33,72,78.0,82.0,85.0,75.0,69.0,78.0,179
3945,84,RW,4,3,78,72,83,89,46,58,27,64,58.0,86.0,89.0,50.0,78.0,78.0,173
3946,84,CM,4,4,68,74,83,84,69,70,31,80,70.0,78.0,86.0,61.0,83.0,69.0,180
3947,84,RB,2,2,90,63,75,77,81,80,31,70,78.0,72.0,78.0,83.0,67.0,89.0,183
3948,84,RB,4,3,78,63,81,77,80,71,29,68,68.0,74.0,82.0,47.0,77.0,83.0,178
3949,84,CM,4,3,72,64,84,82,69,71,30,65,79.0,73.0,85.0,58.0,87.0,79.0,180
3950,84,CM,3,3,55,74,88,80,60,58,34,77,45.0,75.0,85.0,63.0,89.0,60.0,180
3951,84,RW,4,4,88,77,80,86,49,62,33,77,44.0,79.0,84.0,41.0,77.0,85.0,175
3952,84,CB,2,3,67,41,52,50,83,82,26,97,82.0,33.0,63.0,38.0,63.0,65.0,195
3953,84,CDM,2,3,51,55,70,65,86,83,33,81,90.0,48.0,74.0,85.0,77.0,74.0,190
3954,84,CM,4,2,72,70,77,87,78,82,34,82,79.0,76.0,89.0,75.0,80.0,70.0,185
3955,84,LM,4,5,86,85,76,85,42,68,29,65,60.0,76.0,85.0,63.0,64.0,85.0,183
3956,84,CAM,4,3,75,81,78,82,65,78,25,80,84.0,62.0,85.0,67.0,78.0,90.0,188
3957,84,CB,2,3,76,45,55,67,84,82,25,79,87.0,55.0,73.0,73.0,65.0,76.0,187
3958,84,CAM,4,5,82,78,79,85,52,69,32,75,69.0,85.0,86.0,69.0,72.0,83.0,177
3959,84,ST,4,4,81,82,72,84,40,72,30,73,70.0,84.0,83.0,75.0,59.0,75.0,175
3960,84,CB,2,2,69,51,50,61,84,82,33,85,88.0,64.0,58.0,86.0,51.0,69.0,186
3962,84,RB,3,3,82,45,73,79,82,78,29,73,81.0,79.0,83.0,76.0,71.0,84.0,173
3963,84,ST,4,4,76,79,76,81,32,75,34,81,65.0,61.0,85.0,70.0,55.0,72.0,185
3964,84,CB,2,3,53,41,61,64,86,75,36,82,81.0,56.0,71.0,77.0,72.0,55.0,190
3965,84,RW,3,3,88,78,75,83,47,65,34,73,54.0,80.0,85.0,73.0,51.0,91.0,178
3966,84,LB,3,2,85,71,83,80,80,77,29,71,78.0,70.0,82.0,81.0,86.0,92.0,181
3967,84,CB,2,3,75,38,69,68,85,76,27,75,80.0,68.0,76.0,86.0,78.0,75.0,183
3968,84,RW,5,2,85,76,82,85,47,66,33,69,73.0,77.0,84.0,72.0,79.0,73.0,180
3969,84,CB,2,3,68,45,51,53,86,82,26,80,89.0,43.0,56.0,92.0,58.0,67.0,185
